S.No,e-Published Date,Bid Submission Closing Date,Tender Opening Date,Title and Ref,Organisation Chain
1343.,19-Aug-2023 12:00 PM,01-Sep-2023 03:00 PM,02-Sep-2023 03:00 PM,[SUPPLY OF POWER CYLINDER ASSEMBLY] [ILP/SC2/ADP127/48 TE-0938][2023_ILTD_165036_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala)
1344.,18-Aug-2023 01:45 PM,01-Sep-2023 03:00 PM,02-Sep-2023 03:00 PM,[PROVIDING SERVICES FOR OPERATION OF EFFLUENT TREATMENT PLANT AT HBL PLANT SUGAULI AND LAURIYA.] [HBL/TEN/PUB/23-24/179][2023_HPCLB_164882_1],HPCL Biofuels Limited||Purchase (Patna)
1345.,04-Aug-2023 03:00 PM,01-Sep-2023 03:00 PM,04-Sep-2023 03:00 PM,[SITC OF UNMS OSS FOR GAIL NETWORK] [GAIL/NOIDA/CNP/GT/23058][2023_GAIL_163178_1],GAIL (India) Limited||GAIL India Limited- Noida
1346.,11-Aug-2023 09:35 AM,01-Sep-2023 03:00 PM,02-Sep-2023 03:00 PM,[SITC OF 3X 30KWP GRID CONNECTED ROOF TOP SOLAR PV PLANT AND EQUIPMENT] [GAIL/KL/CNP/C23052/RJ/ELECT][2023_GAIL_164148_1],GAIL (India) Limited||GAIL India Limited- Vijaipur
1347.,27-Jul-2023 06:00 PM,01-Sep-2023 03:00 PM,02-Sep-2023 04:00 PM,[AMCandRepairofACatOaSRN] [28/EEE/BSNL/AHD / 2023-24][2023_BSNL_162542_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Gujarat Telecom Circle||CE (Electrical)
1348.,12-Aug-2023 09:00 AM,01-Sep-2023 03:00 PM,02-Sep-2023 03:00 PM,[Supply of Printed Stationery to various HINDLABS] [HINDLABS STATIONERY HLL/SD/HCS/2023-24/TENDER01][2023_HLL_164362_1],HLL Lifecare Limited||Corporate Head Office (Thiruvananthapuram) - HLL||HCS - Sourcing - HLL
1349.,11-Aug-2023 03:00 PM,01-Sep-2023 03:00 PM,02-Sep-2023 03:30 PM,[HIRING OF VEHICLES FOR GMPL (PTA PLANT) AT MANGALORE SPECIAL ECONOMIC ZONE] [GAIL/PA23/13714/KS][2023_GAIL_163575_1],GAIL (India) Limited||GAIL India Limited- Pata
1350.,11-Aug-2023 02:00 PM,01-Sep-2023 03:00 PM,02-Sep-2023 03:30 PM,[Expert service for Measuring Partial Discharge ] [Nam/Elect./CPP/NIT-04/2023/948][2023_BVFCL_164228_1],Brahmaputra Valley Fertilizer Corporation Limited||Electrical - BVFCL
1351.,11-Aug-2023 04:45 PM,01-Sep-2023 04:00 PM,02-Sep-2023 04:30 PM,"[License for Money exchange counter in Arrival Area at MBB Airport, Agartala] [AAI/ AT/ COMML/ ER-150 (MONEY EXCHANGE)/ 2023-24][2023_AAI_164280_1]",Airports Authority of India||CHQ - AAI||Commercial - AAI
1352.,11-Aug-2023 06:30 PM,01-Sep-2023 05:00 PM,01-Sep-2023 06:00 PM,[Selection of System Integrator for Supply installation commissioning and maintenance of Local Area Network LAN at New Building Premise Noida] [TCIL/BU1/99/2023][2023_TCIL_164336_1],Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||S and TC Division - TCIL
1353.,15-Jul-2023 05:00 PM,01-Sep-2023 05:15 PM,02-Sep-2023 05:15 PM,[DVC/T/CT/OPER/CAND/WS/00076] [DVC/T/CT/OPER/CAND/WS/00076][2023_DVC_161180_1],Damodar Valley Corporation||CTPS Chandrapura - DVC||C and M
1354.,22-Aug-2023 02:00 PM,01-Sep-2023 06:00 PM,04-Sep-2023 04:00 PM,[Repairing of Quarter] [41/CD-I/BSNL/Kol/23-24][2023_BSNL_165262_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Calcutta Telephone District||CE (Civil), Kolkata TD||SE (Civil), Kolkata TD"
1355.,08-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,05-Sep-2023 12:00 PM,"[Provision of common car parking shed in AAI residential colony and additional car parking shed for office area (operational office, Technical office cum ATC Tower and MT section) at M P Airport, Udaipur] [AAI/UDR/AGM(E-C)/W-139][2023_AAI_163723_1]",Airports Authority of India||Northern Region - AAI||UDAIPUR - AAI||ENGG CIVIL-UDAIPUR - AAI
1356.,09-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,05-Sep-2023 12:00 PM,"[Construction of walking Running track in chetak ground, Installation of childrens playing equipments , open gym equipments in Childrens Parks of AAI residential colony at M P Airport, Udaipur] [AAI/UDR/AGM(E-C)/W-137/23-24][2023_AAI_160950_1]",Airports Authority of India||Northern Region - AAI||UDAIPUR - AAI||ENGG CIVIL-UDAIPUR - AAI
1357.,10-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,04-Sep-2023 11:00 AM,[Vertical Extension of New TB and CT Substation Building at B M Airport Ranchi Jharkhand] [AAI/RC/SM(E-C)/Vertical Extension/Substation/23-24][2023_AAI_164067_1],Airports Authority of India||Eastern Region - AAI||RANCHI - AAI||ENGG CIVIL-VERC - AAI
1358.,11-Aug-2023 05:30 PM,01-Sep-2023 06:00 PM,04-Sep-2023 11:00 AM,"[Augmentation of water supply at Begumpet Airport Residential Colony, Hyderabad.] [AAI/HYD/ENGG(C)/W-02/2023-24][2023_AAI_164012_1]",Airports Authority of India||Southern Region - AAI||HYDERABAD - AAI||ENGG CIVIL-VOHY - AAI
1359.,09-Aug-2023 05:30 PM,01-Sep-2023 06:00 PM,05-Sep-2023 11:00 AM,[Repair Maintenance Contract for Residential Colony Civil works for FY 23-25 at Goa Airport ] [AAI/GOA/ENGG(C) /RM QTRS][2023_AAI_163619_1],Airports Authority of India||Western Region - AAI||JABALPUR - AAI||ENGG CIVIL-VAJB - AAI
1360.,08-Aug-2023 11:00 AM,01-Sep-2023 06:00 PM,05-Sep-2023 11:00 AM,[Development of Darbhanga Airport. SH- RCC framed RCC Boundary wall at 24 Acre pocket of land at Darbhanga Airport] [AAI/DBR/SM/RCC-BW/NIT/23-24/ ][2023_AAI_163596_1],Airports Authority of India||CHQ - AAI||Engineering Civil - AAI
1361.,09-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,05-Sep-2023 12:00 PM,"[Construction of walking Running track in chetak ground, Installation of childrens playing equipments , open gym equipments in Childrens Parks of AAI residential colony at M P Airport, Udaipur] [AAI/UDR/AGM(E-C)/W-137/23-24][2023_AAI_160950_1]",Airports Authority of India||Northern Region - AAI||UDAIPUR - AAI||ENGG CIVIL-UDAIPUR - AAI
1362.,11-Aug-2023 05:30 PM,01-Sep-2023 06:00 PM,04-Sep-2023 11:00 AM,"[Augmentation of water supply at Begumpet Airport Residential Colony, Hyderabad.] [AAI/HYD/ENGG(C)/W-02/2023-24][2023_AAI_164012_1]",Airports Authority of India||Southern Region - AAI||HYDERABAD - AAI||ENGG CIVIL-VOHY - AAI
1363.,18-Aug-2023 06:00 PM,01-Sep-2023 06:30 PM,02-Sep-2023 06:30 PM,"[ANNUAL RATE CONTRACT FOR ROAD RESTORATION AT PLANNED AREA OF MDPE LMC WORKS FOR THRISSUR PALAKKAD, MALAPPURAM, KOZHIKODHE WAYANAD AND KANNUR CITY GAS DISTRIBUTION PROJECTS INDIANOIL-ADANI GAS PVT. LTD.] [IOAGPL/04GA/KR/ROAD RESTORATION/23-24/38 ][2023_AGPL_164953_1]",Indian Oil-Adani Gas Private Limited
1364.,23-Aug-2023 05:00 PM,02-Sep-2023 11:00 AM,04-Sep-2023 11:00 AM,"[Consultancy Services for Review of existing DPR and recommending alternate proposal for Neyyar PTP alternative Source Laying 1422 MS Pipe of 12.5mm thick, transmission line from Neyyar to Trivandrum] [RITES/SRPO/TUTVM/RFP/01/2023 ][2023_RITES_165413_1]",RITES Ltd.||RPO Bangalore - RITES
1365.,10-Aug-2023 06:00 PM,02-Sep-2023 12:00 PM,04-Sep-2023 12:00 PM,[PATCH WORK MRD-1 DIVISION] [TP/AG/OFC/ Patch Work /OTN/CN-Tx MRD/P1/T-110][2023_BSNL_164155_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Maintenance Region||Sr.GM (M) New Delhi
1366.,10-Aug-2023 06:00 PM,02-Sep-2023 12:00 PM,04-Sep-2023 12:00 PM,[PATCH WORK ETAWAH DIVISION] [TP/AG/OFC/ Patch Work /OTN/CN-Tx Etw/T-109][2023_BSNL_164141_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Maintenance Region||Sr.GM (M) New Delhi
1367.,27-Jul-2023 06:50 PM,02-Sep-2023 02:00 PM,04-Sep-2023 02:00 PM,[NG Source disposal] [NFVP/INST/2023-24/NG Source disposal/Urea-II/NIT][2023_NFL_162453_1],National Fertilizers Limited||NFL Unit- Vijaipur||Instrumentation Deptt
1368.,12-Aug-2023 05:00 PM,02-Sep-2023 04:00 PM,04-Sep-2023 04:00 PM,[Hiring of vehicles for Ratle HE Project for a period of 730 days (Reserved for PAFs)] [RH/RATLE/PnC/C-035/2023][2023_RHPCL_164207_1],Ratle Hydroelectric Power Corporation Limited
1369.,22-Aug-2023 05:00 PM,02-Sep-2023 05:00 PM,04-Sep-2023 11:00 AM,"[Development of Water bodies in Gazipur near Highway Apartment in Ward No. 19E Shah. South Zone, MCD] [DDH(HQ)-II/MCD /2023-24/D-710/NIT No.14][2023_MCD_165299_1]",Municipal Corporation of Delhi||Horticulture Department - MCD
1370.,22-Aug-2023 05:00 PM,02-Sep-2023 05:00 PM,04-Sep-2023 11:00 AM,"[Development of Urban Green Recreation Space at park near Gurudwara, Trilokpuri road, Block 36, W.No.-01E in W.No.-01E in Shahdara (South) Zone, MCD.] [DDH(HQ)-II/MCD /2023-24/D-709/NIT No.13][2023_MCD_165298_1]",Municipal Corporation of Delhi||Horticulture Department - MCD
1371.,19-Aug-2023 09:00 AM,02-Sep-2023 06:00 PM,04-Sep-2023 03:00 PM,"[HIRING OF SERVICES FOR INSTRUMENTATION MAINTENANCE JOBS FOR PRE-COMMISSIONING AND COMMISSIONING ACTIVITIES AT M/S GMPL, MSEZ, MANGALURU] [GAIL/GMPL/20114408/RSG][2023_GAIL_164970_1]",GAIL (India) Limited||GAIL India Limited- Pata
1372.,12-Aug-2023 03:30 PM,02-Sep-2023 06:00 PM,04-Sep-2023 11:00 AM,"[Construction of additional GSE Area at Biju Patnaik International Airport, Bhubaneswar] [AAI/BS/Engg(C)/NIT-11/2023-24][2023_AAI_164074_1]",Airports Authority of India||Eastern Region - AAI||BHUBANESWAR - AAI||ENGG CIVIL-VEBS - AAI
1373.,21-Aug-2023 06:00 PM,02-Sep-2023 06:00 PM,04-Sep-2023 11:00 AM,[ANNUAL RATE CONTRACT FOR THE FORECOURT OPERATION SERVICES OF COCO CNG STATIONS AT IOAGPL LOCATIONS CITY GAS DISTRIBUTION PROJECTS ] [IOAGPL/FOS/CCNG/2023-24/14][2023_AGPL_165152_2],Indian Oil-Adani Gas Private Limited
1374.,19-Aug-2023 03:00 PM,02-Sep-2023 06:00 PM,04-Sep-2023 04:00 PM,"[Providing various electromechanical services in new TE building at Babatpur, Varanasi] [10/NIT/BED/VNS/2023-24][2023_BSNL_165058_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Varanasi
1375.,19-Aug-2023 05:00 PM,02-Sep-2023 06:00 PM,04-Sep-2023 03:30 PM,"[Structural and other repairs to Microwave TE Building at Navrangpura, Ahmedabad.] [24/BSNL/CD/AHD/2023-24][2023_BSNL_165063_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Gujarat Telecom Circle||CE (Civil)
1376.,21-Aug-2023 06:00 PM,02-Sep-2023 06:00 PM,04-Sep-2023 11:00 AM,[ANNUAL RATE CONTRACT FOR THE FORECOURT OPERATION SERVICES OF COCO CNG STATIONS AT IOAGPL LOCATIONS CITY GAS DISTRIBUTION PROJECTS ] [IOAGPL/FOS/CCNG/2023-24/14][2023_AGPL_165152_1],Indian Oil-Adani Gas Private Limited
1377.,19-Aug-2023 05:00 PM,02-Sep-2023 06:00 PM,04-Sep-2023 04:00 PM,[Servicing and minor repairing of DG sets at leased out BTS sites under BA Varanasi. (2nd Call)] [05/NIT/BED/VNS/2023-24][2023_BSNL_165073_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Varanasi
1378.,21-Aug-2023 06:00 PM,02-Sep-2023 06:00 PM,04-Sep-2023 11:00 AM,[ANNUAL RATE CONTRACT FOR THE FORECOURT OPERATION SERVICES OF COCO CNG STATIONS AT IOAGPL LOCATIONS CITY GAS DISTRIBUTION PROJECTS ] [IOAGPL/FOS/CCNG/2023-24/14][2023_AGPL_165152_4],Indian Oil-Adani Gas Private Limited
1379.,21-Aug-2023 06:00 PM,02-Sep-2023 06:00 PM,04-Sep-2023 11:00 AM,[ANNUAL RATE CONTRACT FOR THE FORECOURT OPERATION SERVICES OF COCO CNG STATIONS AT IOAGPL LOCATIONS CITY GAS DISTRIBUTION PROJECTS ] [IOAGPL/FOS/CCNG/2023-24/14][2023_AGPL_165152_3],Indian Oil-Adani Gas Private Limited
1380.,10-Aug-2023 06:30 PM,02-Sep-2023 06:00 PM,04-Sep-2023 03:30 PM,"[Special Repair and Painting work on existing Operational Boundary wall / Compound wall at Tezu Airport, Tezu] [AAI/TEZU/Repair/Painting/BW][2023_AAI_164097_1]",Airports Authority of India||Southern Region - AAI||MADURAI - AAI||ENGG CIVIL_VOMD - AAI
1381.,12-Aug-2023 03:30 PM,02-Sep-2023 06:00 PM,04-Sep-2023 11:00 AM,"[Construction of additional GSE Area at Biju Patnaik International Airport, Bhubaneswar] [AAI/BS/Engg(C)/NIT-11/2023-24][2023_AAI_164074_1]",Airports Authority of India||Eastern Region - AAI||BHUBANESWAR - AAI||ENGG CIVIL-VEBS - AAI
1382.,17-Jul-2023 09:00 AM,04-Sep-2023 09:00 AM,05-Sep-2023 09:00 AM,[ DVC/T/CT/CIVILPH/CANDM/WS/148 ] [DVC/T/CT/CIVILPH/CANDM/WS/148][2023_DVC_161264_1],Damodar Valley Corporation||CTPS Chandrapura - DVC||C and M
1383.,14-Aug-2023 05:00 PM,04-Sep-2023 10:00 AM,05-Sep-2023 11:00 AM,[Chemical Cleaning AMC of Shell and Tube Heat Exchangers] [NAL/PUR/NT/031/2023][2023_CSIR_164469_1],Council of Scientific and Industrial Research||NAL Bengaluru - CSIR||Purchase-NAL - CSIR
1384.,19-Aug-2023 10:00 AM,04-Sep-2023 10:00 AM,07-Sep-2023 10:00 AM,"[Repairing of fencing wall in front of boundary wall at works-I and II at Gun and Shell Factory, Cossipore, Kolkata-700002.] [GSF/RD2303/EO(C)/FENCING][2023_AWEIL_164445_1]",ADVANCED WEAPONS AND EQUIPMENT INDIA LTD-AWEIL||GUN AND SHELL FACTORY - COSSIPORE
1385.,09-Aug-2023 11:30 AM,04-Sep-2023 10:30 AM,05-Sep-2023 11:00 AM,[Overhauling of TG set of Unit 2 DSTPS DVC ] [DVC/DSTPS/HQ/TG Maint/00012][2023_DVC_163871_1],Damodar Valley Corporation||DSTPS Andal - DVC||C and M
1386.,03-Jul-2023 10:00 AM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,[prospective OEMs to implement Bharatnet last mile connectivity in Tamilnadu for TANFINET] [TNCO -12/17(26)/12/2022 -EB UNIT-CO Dt 03.07.2023][2023_BSNL_159632_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Tamilnadu Telecom Circle||O/o CGM TN Circle, Chennai-6"
1387.,02-Aug-2023 04:05 PM,04-Sep-2023 11:00 AM,04-Sep-2023 12:00 PM,[Request for Proposal for Implementation of Security Operating Center for TCIL client] [TCIL/DT/IT-T4/SOC/I/2023][2023_TCIL_163120_1],Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Railway Signaling Division - TCIL
1388.,21-Aug-2023 06:30 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:30 AM,[Engagement of user fee collection agency on the basis of CB through etender for Chila Chond Fee Plaza in the State of Rajasthan and upkeep/maintenance of adjacent Toilet blocks including recouping the consumable items] [NHAI/13013/547/CO/23-24/CB/ Chila Chond ][2023_NHAI_165200_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
1389.,15-Aug-2023 09:00 AM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,[E-TENDER FOR OFC ROUTE REHABILITATION WORK LOT-08 UNDER DE CNN UDAIPUR DIVISION] [E-Tenders GMCNN JP NIT-07 OFC 23-24 T1][2023_BSNL_164527_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Projects||GM TP ND||DGM (TP) Jaipur
1390.,19-Aug-2023 01:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:30 AM,[PROCUREMENT OF CONSUMABLES FOR USE IN BLOOD BANK DEPTT. OF SDN HOSPITAL] [sdnh/2023-24/15][2023_EDMC_165050_1],East Delhi Municipal Corporation (EDMC)||SDN Hospital
1391.,06-Apr-2023 02:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:30 AM,[IE services for Construction of 4 Lane Bypass to NH114A Connecting NH-333 and NH-133(Deoghar Bypass) from design km 0.000 to design Km 49.000 Total Length 49.000 km in Jharkhand on HAM] [NHAI/11012/JH/IE/ Deoghar-Bypass/2022-23][2023_NHAI_151115_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
1392.,14-Aug-2023 06:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,"[E-TENDER FOR OFC ROUTE REHABILITATION WORK LOT-08 UNDER DE CNN JODHPUR DIVISION (Bhinmal-Sanchor, Bisangarh-Siwana, Ramseen-Bhinmal, Jalore-Sayla, Jalore-Ramseen)] [E-Tenders GMCNN JP NIT-05 OFC 23-24 T2][2023_BSNL_164523_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Projects||GM TP ND||DGM (TP) Jaipur
1393.,03-Jul-2023 10:00 AM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,[prospective OEMs to implement Bharatnet last mile connectivity in Tamilnadu for TANFINET] [TNCO -12/17(26)/12/2022 -EB UNIT-CO Dt 03.07.2023][2023_BSNL_159632_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Tamilnadu Telecom Circle||O/o CGM TN Circle, Chennai-6"
1394.,14-Aug-2023 06:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,"[E-TENDER FOR OFC ROUTE REHABILITATION WORK LOT-08 UNDER DE CNN JODHPUR DIVISION (Pokaran-Phalodi, Dechu-Balesar, Basni-Balesar)] [E-Tenders GMCNN JP NIT-05 OFC 23-24 T1][2023_BSNL_164519_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Projects||GM TP ND||DGM (TP) Jaipur
1395.,14-Aug-2023 02:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:30 AM,[Short Term Operation and Maintenance of Bidhipur to Verka Junction Section of NH-01 (New NH-03) from Km. 387.100 to Km. 456.100 in the state of Punjab.] [PD-JAL/JAL-ASR/NH-1/RFP ][2023_NHAI_164464_1],National Highways Authority of India||RO-Chandigarh - NHAI||Jalandhar - NHAI
1396.,14-Aug-2023 06:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,[E-TENDER FOR OFC ROUTE REHABILITATION WORK LOT-08 UNDER DE CNN BIKANER DIVISION] [E-Tenders GMCNN JP NIT-06 OFC 23-24 T1][2023_BSNL_164526_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Projects||GM TP ND||DGM (TP) Jaipur
1397.,14-Aug-2023 05:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:30 AM,[SUPPLY OF MEDICINE] [TMS/CMM/TAPS1N2/64627][2023_NPCIL_164491_1],Nuclear Power Corporation Of India Limited||Tarapur Maharashtra Site - NPCIL||Contracts and Materials Management-NPCIL
1398.,15-Aug-2023 09:00 AM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,[E-TENDER FOR OFC ROUTE REHABILITATION WORK LOT-08 CHITTORGARH DIVISION UNDER DE CNN UDAIPUR DIVISION] [E-Tenders GMCNN JP NIT-07 OFC 23-24 T2][2023_BSNL_164531_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Projects||GM TP ND||DGM (TP) Jaipur
1399.,02-Aug-2023 04:05 PM,04-Sep-2023 11:00 AM,04-Sep-2023 12:00 PM,[Request for Proposal for Implementation of Security Operating Center for TCIL client] [TCIL/DT/IT-T4/SOC/I/2023][2023_TCIL_163120_1],Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Railway Signaling Division - TCIL
1400.,12-Aug-2023 06:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,[Assisting Boiler Personnel in Chute Cleaning of Ball Mills in TPP Boilers ] [23-24/C-104/LTE-075][2023_BPSCL_164423_1],Bokaro Power Supply Company (P) Limited||Material Management Department - BPSCL
1401.,01-Aug-2023 06:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,[RFP for Initial Improvement works for Jhansi Shivpuri section (from Chainage. Km 1305.087 to Chainage. Km 1380.387) of NH 27 in the State of Madhya Pradesh) on EPC mode] [2023/NHIPMPL/SJ/Imp. Date 01/08/2023][2023_NHAI_162994_1],National Highways Authority of India
1402.,14-Aug-2023 06:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,"[E-TENDER FOR OFC ROUTE REHABILITATION WORK LOT-08 UNDER DE CNN JODHPUR DIVISION (Bhinmal-Sanchor, Bisangarh-Siwana, Ramseen-Bhinmal, Jalore-Sayla, Jalore-Ramseen)] [E-Tenders GMCNN JP NIT-05 OFC 23-24 T2][2023_BSNL_164523_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Projects||GM TP ND||DGM (TP) Jaipur
1403.,03-Jul-2023 10:00 AM,04-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,[prospective OEMs to implement Bharatnet last mile connectivity in Tamilnadu for TANFINET] [TNCO -12/17(26)/12/2022 -EB UNIT-CO Dt 03.07.2023][2023_BSNL_159632_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Tamilnadu Telecom Circle||O/o CGM TN Circle, Chennai-6"
1404.,22-Aug-2023 06:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:30 AM,[Engagement of user fee collection agency on the basis of CB through e-tender on Khatkar FP at km 286.125 on Punjab/Haryana Border to Jind Section from Km 239.695 to Km 307.000 of NH-71 in Haryana ] [NHAI/13013/547/ CO/ 23-24/CB/Khatkar FP][2023_NHAI_165323_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
1405.,22-Aug-2023 09:00 AM,04-Sep-2023 11:00 AM,05-Sep-2023 11:30 AM,[Engagement of user fee collection agency on the basis of CB through etender for Chitlapalli fee plaza in the State of Telangana and upkeep/maintenance of adjacent Toilet blocks including recouping the consumable items.] [NHAI/13013/547/CO/23-24/CB/ Chitlapalli][2023_NHAI_165216_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
1406.,02-Aug-2023 04:05 PM,04-Sep-2023 11:00 AM,04-Sep-2023 12:00 PM,[Request for Proposal for Implementation of Security Operating Center for TCIL client] [TCIL/DT/IT-T4/SOC/I/2023][2023_TCIL_163120_1],Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Railway Signaling Division - TCIL
1407.,18-Aug-2023 06:00 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:30 AM,"[Construction of Air Concourse Superstructure for Redevelopment of Kollam Railway Station on Engineering, Procurement and Construction (EPC) Mode] [RITES/BLR/LT/EPCKollam/03/2023 ][2023_RITES_164965_1]",RITES Ltd.||RPO Bangalore - RITES
1408.,21-Aug-2023 06:30 PM,04-Sep-2023 11:00 AM,05-Sep-2023 11:30 AM,[Engagement of user fee collection agency on the basis of CB through etender for Chila Chond Fee Plaza in the State of Rajasthan and upkeep/maintenance of adjacent Toilet blocks including recouping the consumable items] [NHAI/13013/547/CO/23-24/CB/ Chila Chond ][2023_NHAI_165200_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
1409.,14-Aug-2023 11:00 AM,04-Sep-2023 11:30 AM,05-Sep-2023 02:00 PM,"[Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Marlagudem to Buttayagudem Exchange in Jangareddygudem to Buttayagudem road] [ELR/NWP/4G SATURATION BACKHAUL/OFC TENDER 2][2023_BSNL_164372_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD West Godavari
1410.,23-Aug-2023 11:00 AM,04-Sep-2023 11:30 AM,05-Sep-2023 11:30 AM,[Optical Fiber Cable Construction work for 4G saturation Project of 15 sites of Sriganganagar SSA.] [S-497/e-tender/OFC 4G Saturation/Section-I/Sgr/Bik][2023_BSNL_165352_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Bikaner||AGM(Rural)
1411.,14-Aug-2023 11:00 AM,04-Sep-2023 11:30 AM,05-Sep-2023 12:30 PM,"[Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Jangareddygudem exchange to Marlagudem in Jangareddygudem to Buttayagudem road.] [ELR/NWP/4G SATURATION BACKHAUL/OFC TENDER 1][2023_BSNL_164347_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD West Godavari
1412.,14-Aug-2023 11:00 AM,04-Sep-2023 11:30 AM,05-Sep-2023 02:00 PM,"[Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Marlagudem to Buttayagudem Exchange in Jangareddygudem to Buttayagudem road] [ELR/NWP/4G SATURATION BACKHAUL/OFC TENDER 2][2023_BSNL_164372_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD West Godavari
1413.,14-Aug-2023 11:00 AM,04-Sep-2023 11:30 AM,05-Sep-2023 02:30 PM,"[Laying PLB, Asociated wrks by Open Trench,Trenchless, U/G OFCable Pulling,procurement of 6 M and 8 M tubular poles with accessories for Over Head ADSS OFC erection from Buttayagudem Exchange to Nandapuram in (Buttayagudem to Kannapuram road).] [ELR/NWP/4G SATURATION BACKHAUL/OFC TENDER 3][2023_BSNL_164373_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD West Godavari
