S.No,e-Published Date,Bid Submission Closing Date,Tender Opening Date,Title and Ref.No./Tender ID,Details,Locations,Sector,Subsector
1505.0,29-Dec-2022 06:55 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Const of new 6lane Capital Region Ring Road from Rameswar (NH16)to Gobindpur (NH55) packageII from Design CH.40.700 to 70.995 (village Bilipada to Gobindpur) in Odisha under Bharatmala Pariyojna on Hybrid Annuity Mode.] [NHAI/OD/CRRR /RG/2021/efile 99212] [2022_NHAI_139937_1],National Highways Authority of India||Head Office - NHAI,,Capital,Odisha under Bharatmala Pariyojna on Hybrid Annuity Mode .
1506.0,31-Aug-2023 05:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[SUPPLY OF MEDICINE] [TMS/CMM/TAPS1N2/64686] [2023_NPCIL_165933_1],Nuclear Power Corporation Of India Limited||Tarapur Maharashtra Site - NPCIL||Contracts and Materials Management-NPCIL,,,MEDICINE
1507.0,02-Sep-2023 06:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[E-tender for Expression of interest for maintenance and upkeep of part of telecom infrastructure on job basis in the area of Beed SSA of Ahmednagar BA] [T-1045/2023-24] [2023_BSNL_166498_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Ahmednagar",,,Ahmednagar BA
1508.0,20-Dec-2022 12:20 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Cons. of 8 nos of Elephant Underpasses1 no. of Vehicular Underpass1 nos. of Light Vehicular Underpass1 nos. of Pedestrian Underpass1 nos of FOB and A2 side approach of Jharpokharia Flyover at km.215.270 in Baharagora- Singhara of NH49 in Odisha.] [NHAI/OD/8-EUP/ BS/2022/efile-168453] [2022_NHAI_138816_1],National Highways Authority of India||Head Office - NHAI,,FOB,Odisha .
1509.0,02-Sep-2023 12:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Short Term Improvement and Routine Maintenance for the work of Six Laning of Aurangabad to Bihar/ Jharkhand Border (Chordaha) Section of NH-02 from km. 180.00 to km. 209.827 (PKG-I) and km. 209.827 to Km249.525 (PKG - II) in the State of Bihar ] [NIT No- 208/RO-PATNA/NHAI/2023-24] [2023_NHAI_166468_1],National Highways Authority of India||RO-Patna - NHAI,,Bihar/,Bihar
1510.0,18-Jul-2023 12:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Operations and Maintenance of MMLP at Jalna in Maharashtra on Fixed Lease Rent PLUS Revenue Share model.] [NHLML/ MMLP/ JALNA/ O and M/2023] [2023_NHAI_161440_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,,Maharashtra,
1511.0,16-Jun-2023 03:40 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[4G Saturation Project ADSS OFC MNP BA Zone-IV 22.20 Km] [NE2MNP-19/14(11)/13/2022-PLG MNP/Zone-IV22.2Km MNP] [2023_BSNL_157772_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||North East-II||CE (Civil), Dimapur",,Km,
1512.0,23-Aug-2023 09:00 AM,21-Sep-2023 11:00 AM,22-Sep-2023 12:00 PM,[Design and Construction of 6 lane Standalone single span Grade Separated structure at Km 532 552 on Gonde Vadape section of NH 3 New NH 848 in the state of Maharashtra balance work on EPC Mode] [NHAI/RO/MUM/NSK/DP/Bapgaon] [2023_NHAI_165326_1],National Highways Authority of India||RO-Mumbai - NHAI,['INDIA'],Standalone,Maharashtra balance work on EPC Mode
1513.0,18-Oct-2022 03:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Construction of new 6-lane Capital Region Ring Road (CRRR) from Gobindpur near Kuspangi (NH-42) to Tangi near Bandalo Toll Palza (NH-16) (Km.70.540 to Km. 110.870) on Hybrid Annuity Mode in the State of Odisha] [NHAI/OD/ CRRR/GT/2021/efile-99239] [2022_NHAI_132548_1],National Highways Authority of India||Head Office - NHAI,,Capital,Odisha
1514.0,31-Aug-2023 05:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[SUPPLY OF MEDICINE] [TMS/CMM/TAPS1N2/64686] [2023_NPCIL_165933_1],Nuclear Power Corporation Of India Limited||Tarapur Maharashtra Site - NPCIL||Contracts and Materials Management-NPCIL,,,MEDICINE
1515.0,01-Aug-2023 06:55 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Rehabilitation and Up-gradation to Four Laning of NH-31D from Km.Ch. 83.340 to Km.Ch.113.200 (Package-II B) of Dhupguri to Falakata Section in the State of West Bengal on EPC Mode] [NHAI/WB/Dhup-Fala(Pkg-2b)/ NH31D/2022/Bid/E-183676] [2023_NHAI_163021_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,,Km,West Bengal on EPC Mode
1516.0,14-Apr-2023 09:30 AM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Construction of 6-lane Flyover at Ainthapali junction and a 2-Lane ROB (LHS) on NH-53 (Old NH-6) in Sambalpur on EPC mode in the State of Odisha] [NHAI/OD/AF/2022/E-147264] [2023_NHAI_151714_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,,LHS,Odisha
1517.0,16-Jun-2023 02:30 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[4G Saturation Project ADSS OFC MNP BA Zone-I 18.5 Km] [NE2MNP-19/14(11)/13/2022-PLG MNP/Zone-I 18.5Km MNP] [2023_BSNL_157744_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||North East-II||CE (Civil), Dimapur",,Km,
1518.0,16-Jun-2023 03:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[4G Saturation Project ADSS OFC MNP BA Zone-II 19 Km] [NE2MNP-19/14(11)/13/2022-PLG MNP/Zone-II 19Km MNP] [2023_BSNL_157761_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||North East-II||CE (Civil), Dimapur",,Km,
1519.0,15-Jun-2023 06:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[4L of NH530B from Chandan Nagar(Existing Km96.200 of NH530B Design Km.179.500) to Bareilly Bypass(End)(Existing Km267.000 of NH30 Design Km227.680) including Trumpet Interchange at end connecting NH30 in Uttar Pradesh on HAM(Pkg4)] [NHAI/11013/530B/PKG IV/HAM/B B/206250/2023/E 20625] [2023_NHAI_157656_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,,Trumpet,Uttar Pradesh on HAM(Pkg4 )
1520.0,22-Aug-2023 09:00 AM,21-Sep-2023 11:00 AM,22-Sep-2023 12:00 PM,[One time maintenance for left out portion of Motihari Bypass (Km 16.200 to Km 20.400) and Chhapwa Re-alignment (Km 33.700 to Km 34.900).] [NIT No- 206/RO-PATNA/NHAI/2023-24] [2023_NHAI_165215_1],National Highways Authority of India||RO-Patna - NHAI,,Km,
1521.0,21-Aug-2023 05:30 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Routine/Rectification of defects and deficiency Six laning Varanasi - Aurangabad Section of NH -2 from Km. 786.000 to Km. 978.400 in the State of Bihar (3rd Call).] [NIT No- 205/RO-PATNA/NHAI/2023-24] [2023_NHAI_165188_1],National Highways Authority of India||RO-Patna - NHAI,,Routine,Bihar ( 3rd Call ) .
1522.0,21-Jul-2023 06:05 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Appointment of Safety Consultant during construction period of 4 Lane Greenfield Expressway spur from Delhi Vadodara Greenfield expressway near Bandikui to Jaipur in Bharatmala Pariyojana Phase I in the state of Rajasthan on Hybrid Annuity Mode] [.NHAI/RO-JPR/ TENDER_RSA /2023-24/] [2023_NHAI_161974_1],National Highways Authority of India||RO-Jaipur - NHAI||PIUKota - NHAI,['INDIA'],Rajasthan,
1523.0,02-Sep-2023 06:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[E-tender for Expression of interest for maintenance and upkeep of part of telecom infrastructure on job basis in the area of Beed SSA of Ahmednagar BA] [T-1045/2023-24] [2023_BSNL_166498_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Ahmednagar",,,Ahmednagar BA
1524.0,31-Aug-2023 06:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 12:00 PM,[Operation and Maintenance of BSNL CSCs of Category II in business area of JAIPUR] [T-28/Cat-II/2023-24 ] [2023_BSNL_166248_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||PGMTD-Jaipur||JTO(IT),,BSNL,JAIPUR
1525.0,28-Jun-2023 06:45 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Tolling Operation Maintenance Transfer (i)Delhi-Meerut Expressway from Km 0.000-Km59.777 NH-334 (ii) km 0.000-50.934 km Delhi-Hapur Delhi-UP(iii) Binjabahal to Teliebani section from Design km 414.982 to km 493.300 in Odisha] [NHAI/Finance/TOT/ 2023-24/Bundle-14/E-206168] [2023_NHAI_159291_1],National Highways Authority of India||Head Office - NHAI||Administration - NHAI,,Km,Odisha
1526.0,15-Jun-2023 06:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[4L of NH530B from Chandan Nagar(Existing Km96.200 of NH530B Design Km.179.500) to Bareilly Bypass(End)(Existing Km267.000 of NH30 Design Km227.680) including Trumpet Interchange at end connecting NH30 in Uttar Pradesh on HAM(Pkg4)] [NHAI/11013/530B/PKG IV/HAM/B B/206250/2023/E 20625] [2023_NHAI_157656_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,,Trumpet,Uttar Pradesh on HAM(Pkg4 )
1527.0,29-Dec-2022 06:55 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Const of new 6lane Capital Region Ring Road from Rameswar (NH16)to Gobindpur (NH55) packageII from Design CH.40.700 to 70.995 (village Bilipada to Gobindpur) in Odisha under Bharatmala Pariyojna on Hybrid Annuity Mode.] [NHAI/OD/CRRR /RG/2021/efile 99212] [2022_NHAI_139937_1],National Highways Authority of India||Head Office - NHAI,,Capital,Odisha under Bharatmala Pariyojna on Hybrid Annuity Mode .
1528.0,01-Sep-2023 06:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Replacement of old feeder cables for GLF] [2023_AAI_MYS_GLF] [2023_AAI_166252_1],Airports Authority of India||Southern Region - AAI||BANGALORE - AAI||ENGG ELECT-VOBG - AAI,,GLF,
1529.0,22-Aug-2023 09:00 AM,21-Sep-2023 11:00 AM,22-Sep-2023 12:00 PM,[One time maintenance for left out portion of Motihari Bypass (Km 16.200 to Km 20.400) and Chhapwa Re-alignment (Km 33.700 to Km 34.900).] [NIT No- 206/RO-PATNA/NHAI/2023-24] [2023_NHAI_165215_1],National Highways Authority of India||RO-Patna - NHAI,,Km,
1530.0,01-Sep-2023 06:00 PM,21-Sep-2023 11:30 AM,22-Sep-2023 12:30 PM,[E-Tender for Installation of Radio Equipment under 4G Saturation Project in Bastar BA] [W-19-607/GMBA/BASTAR/Tender] [2023_BSNL_166395_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Chhattisgarh Telecom Circle- Raipur||GMTD Bastar,,E,Bastar BA
1531.0,29-Aug-2023 06:00 PM,21-Sep-2023 12:00 PM,21-Sep-2023 12:30 PM,[Selection of Consortium Partner for Implementation Operations Maintenance of next phase of CG Dial 112 project] [TCIL/DT/EDIT4/4/CGDIAL112] [2023_TCIL_166058_1],Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||IT Division - TCIL,,Selection,
1532.0,01-Sep-2023 02:00 PM,21-Sep-2023 12:00 PM,22-Sep-2023 12:00 PM,[Udhampur SSA Zone-IV] [JKJMU-11/12(13)/IV/2023 Zone-IV] [2023_BSNL_166354_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Jammu and Kashmir Telecom Circle||O/o CGMT, Jammu and Kashmir, Jammu",,,
1533.0,01-Sep-2023 01:00 PM,21-Sep-2023 12:00 PM,22-Sep-2023 12:00 PM,[Rajouri OA Zone-III] [JKJMU-11/12(13)/III/2023 Zone-III] [2023_BSNL_166340_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Jammu and Kashmir Telecom Circle||O/o CGMT, Jammu and Kashmir, Jammu",,,
1534.0,25-Aug-2023 05:00 PM,21-Sep-2023 01:00 PM,22-Sep-2023 02:30 PM,[PROCUREMENT OF MEDICAL GAS PIPELINE SYSTEM (MGPS) and MODULAR OPERATION THEATER (MOT)] [HITES/PCD/PMSSY-IV/35/ MGPS-MOT/2023-24] [2023_HITE_165724_1],HITES,,,MEDICAL GAS PIPELINE SYSTEM ( MGPS ) and MODULAR OPERATION THEATER ( MOT )
1535.0,31-Aug-2023 05:00 PM,21-Sep-2023 01:00 PM,22-Sep-2023 02:30 PM,[PUR/IICT/DMS/400/23-24] [PUR/IICT/DMS/400/23-24] [2023_CSIR_166255_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,,PUR,
1536.0,31-Aug-2023 05:00 PM,21-Sep-2023 01:00 PM,22-Sep-2023 02:30 PM,[PUR/IICT/DMS/399/23-24] [PUR/IICT/DMS/399/23-24] [2023_CSIR_166270_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,,,
1537.0,16-May-2023 05:15 PM,21-Sep-2023 02:00 PM,21-Sep-2023 02:30 PM,[Supply of Medical Cyclotron ] [HITES/PCD/AIIMS/CYCLOTRON/08/ 23-24] [2023_HLL_154323_1],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,,,Medical Cyclotron
1538.0,08-Sep-2023 06:20 PM,21-Sep-2023 02:00 PM,21-Sep-2023 02:30 PM,[Supply of Medical Cyclotron at AIIMS Jodhpur] [HITES/PCD/AIIMS/CYCLOTRON/08/ 23-24] [2023_HLL_154323_3],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,,AIIMS,
1539.0,08-Sep-2023 05:00 PM,21-Sep-2023 02:00 PM,22-Sep-2023 03:00 PM,[HIRING OF TWO NUMBERS BUSES CNG 40 SEATER CAPACITY TO CISF OF VPA FOR A PERIOD OF THREE YEARS.] [07/ 2023-24 /IMEE/MII/CISF BUSES CNG/ Dt 8 09 2023] [2023_VPT_167120_1],Visakhapatnam Port Trust||Mech. and Elec. Engineering - VPT||Materials Management Dvsn. - VPT,,,THREE YEARS .
1540.0,06-Sep-2023 05:00 PM,21-Sep-2023 02:00 PM,22-Sep-2023 02:30 PM,[Supply of spare parts for MTS HPU.] [A3(15917)2023/PUR] [2023_CSIR_166880_1],Council of Scientific and Industrial Research||SERC-Chennai - CSIR||Purchase-SERC - CSIR,,,MTS HPU .
1541.0,13-Jul-2023 06:30 PM,21-Sep-2023 02:00 PM,22-Sep-2023 02:00 PM,[DC/B378-000-YI-MR-1300/250] [DC/B378-000-YI-MR-1300/250] [2023_GAIL_159227_1],GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC,['INDIA'],DC,
1542.0,01-Sep-2023 05:30 PM,21-Sep-2023 02:00 PM,22-Sep-2023 02:00 PM,[AKR/B378-000-WB-MR-3330/273] [AKR/B378-000-WB-MR-3330/273] [2023_GAIL_166062_1],GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC,['INDIA'],,
1543.0,01-Sep-2023 06:00 PM,21-Sep-2023 02:00 PM,22-Sep-2023 02:00 PM,[RJ/B378-000-WB-MR-3336/272] [RJ/B378-000-WB-MR-3336/272] [2023_GAIL_166194_1],GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC,['INDIA'],RJ,
1544.0,31-Aug-2023 01:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[License for Snack Bar in First Floor SHA and Snack Bar in Forecourt Area Near Departure Gate of NITB at S.V. Airport, Raipur] [AAI/RPR/COMML/SNACKBAR/2023] [2023_AAI_166212_1]",Airports Authority of India||Eastern Region - AAI||RHQ-ER - AAI||COMMERCIAL-ER - AAI,['INDIA'],,"S.V. Airport , Raipur"
1545.0,01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Watch Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.] [ AAI/COMML/GOA/WO/2023 ] [2023_AAI_166448_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,['INDIA'],New,"Domestic Security Hold Area ( DSHA ) ,"
1546.0,31-Aug-2023 03:15 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[GMT/ASL/BTS/ETen/23-24] [GMT/ASL/BTS/ETen/23-24] [2023_BSNL_166246_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||West Bengal Telecom Circle||GMTD, Asansol",,GMT,
1547.0,01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Jewellery Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.] [ AAI/COMML/GOA/JO/2023 ] [2023_AAI_166426_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,['INDIA'],New,"Domestic Security Hold Area ( DSHA ) ,"
1548.0,07-Sep-2023 01:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[Instruments for ASH Dyke] [100000984] [2023_APCPL_162956_2],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,,,ASH Dyke
1549.0,01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 04:00 PM,"[Tender for Rate Contract for a period of 2 (Two) years for procurement of spares for In-house maintenance of ICL/TGT/Parker make Car/Bus Dispensers, Cascades, LCV post and Station tubing for MNGL, Pune.] [MNGL/CP/2023-24/83] [2023_MNGL_166443_1]",Maharashtra Natural Gas Ltd.||Corporate Office Pune||Contracts and Procurement,,Tender,
1550.0,30-Aug-2023 06:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:30 PM,[CECRI/2023/10748-KrF Premix gas] [CECRI/2023/10748-KrF Premix gas] [2023_CSIR_166004_1],Council of Scientific and Industrial Research||CECRI-Karaikudi - CSIR||Purchase-CECRI - CSIR,,,
1551.0,01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Eyewear Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.] [ AAI/COMML/GOA/EWO/2023 ] [2023_AAI_166348_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,['INDIA'],New,"Domestic Security Hold Area ( DSHA ) ,"
1552.0,01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Ayurvedic and Herbal product Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.] [AAI/COMML/GOA/A-H/2023 ] [2023_AAI_166394_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,['INDIA'],Herbal,"Domestic Security Hold Area ( DSHA ) ,"
1553.0,01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Toys and Game Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.] [ AAI/COMML/GOA/T-G/2023 ] [2023_AAI_166337_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,['INDIA'],New,"Domestic Security Hold Area ( DSHA ) ,"
1554.0,01-Sep-2023 06:45 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Combined Contract Facility for operating Snack Bar in the Departure Hall, Vehicle Parking Management Rights, Trolley Retrieval cum Advertisement Rights and Visitor Airport Entry Ticket at Mysuru Airport] [AAI/MYS/APD/COMML./COMBINED CONTRACT/2023] [2023_AAI_166342_1]",Airports Authority of India||Southern Region - AAI||MYSORE - AAI||ENGG CIVIL-VOMY - AAI,,Vehicle,Mysuru Airport
1555.0,01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 04:00 PM,"[Tender for Rate Contract for a period of 2 (Two) years for procurement of spares for In-house maintenance of ICL/TGT/Parker make Car/Bus Dispensers, Cascades, LCV post and Station tubing for MNGL, Pune.] [MNGL/CP/2023-24/83] [2023_MNGL_166443_1]",Maharashtra Natural Gas Ltd.||Corporate Office Pune||Contracts and Procurement,,Tender,
1556.0,08-May-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[EOI invited for Association as a System Installer from Bonafide Contractors in connection with New BG Line between Rishikesh and Karanprayag 125km in the state of Uttarakhand India] [IRCON/BD/RK-BLT/EOI/2023/02] [2023_IRCON_153515_1],IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Business Development - IRCON,,EOI,Uttarakhand India
1557.0,06-Sep-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[PROCUREMENT OF LUBRICANTS FOR PTA PLANT GMPL MANGALORE SEZ FOR TWO YEARS PERIOD ON RATE CONTRACT BASIS.] [GAIL/GMPL/20114336/SS] [2023_GAIL_166821_1],GAIL (India) Limited||GAIL India Limited- Pata,['INDIA'],,TWO YEARS PERIOD ON RATE CONTRACT BASIS .
1558.0,05-Sep-2023 09:00 AM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[IRCON_2046_NFR_SRRP_T1_T7_EM] [IRCON_2046_NFR_SRRP_T1_T7_EM] [2023_IRCON_166510_1],IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Electrical - IRCON,,,
1559.0,05-Sep-2023 09:00 AM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[IRCON_2046_NFR_SRRP_T8_T14_EM] [IRCON_2046_NFR_SRRP_T8_T14_EM] [2023_IRCON_166519_1],IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Electrical - IRCON,,,
1560.0,02-Sep-2023 09:00 AM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Apparel Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.] [AAI/COMML/GOA/AO/2023 ] [2023_AAI_166453_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,['INDIA'],New,"Domestic Security Hold Area ( DSHA ) ,"
1561.0,31-Aug-2023 05:30 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Providing Highly Skilled, Skilled, Semi-skilled and Unskilled manpower at CSIR-SERC] [A2(1574)/2023/GL] [2023_CSIR_166279_1]",Council of Scientific and Industrial Research||SERC-Chennai - CSIR||Admin-SERC - CSIR,,Unskilled,CSIR - SERC
1562.0,08-May-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[EOI invited for JV from Bonafide System Providers for New BG Line between Rishikesh and Karanprayag 125km in the state of Uttarakhand] [IRCON/BD/RK-BLT/EOI/2023/01] [2023_IRCON_153513_1],IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Business Development - IRCON,,EOI,Uttarakhand
1563.0,18-May-2023 03:00 PM,21-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,"[Expression of Interest for optimization of existing NC Plant at OFN, Rajgir] [OFN/EO/PM/2023-24/ EOI(CPPP)/NC/1] [2023_MIL_154492_1]",Munitions India Limited||Ordnance Factory Nalanda Rajgir Bihar,,Expression,"OFN , Rajgir"
1564.0,01-Sep-2023 11:00 AM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Convenience Retail Outlet inside Domestic Arrival at Sri Guru Ram Dass Jee International Airport, Amritsar.] [AAI/ASR/COMML/RETAIL/2023/31] [2023_AAI_166196_1]",Airports Authority of India||Northern Region - AAI||AMRITSAR - AAI||COMMERCIAL-AMRITSAR - AAI,,Sri,
1565.0,01-Sep-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:30 PM,"[Cleaning the office buildings, roads and wharf surrounding area inside Green Gate in VOC Port for a period of two years] [05CE/HMD/2023-24/D.2570 ] [2023_VOCPT_166378_1]",V.O.Chidambaranar Port Trust||Civil Department - Administration Office,,,two years
1566.0,08-Sep-2023 04:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[150 NB BUTTERFLY PNEU VALVE FOR BAH INLET JETTING LINE AT APCPL] [100001076] [2023_APCPL_167050_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,,NB,APCPL
1567.0,01-Sep-2023 06:55 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[Licence for Watch Outlet at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.] [ AAI/COMML/GOA/WO/2023 ] [2023_AAI_166448_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||COMMERCIAL-VAID - AAI,['INDIA'],New,"Domestic Security Hold Area ( DSHA ) ,"
