,title,reference_no,tender_id
2009,[Construction of 4Lane Access controlled Highway from Vakalapudi Light House to Annavaram(on NH16) section of NH516F from Km0.000 to Km40.621 under Bharatmala Pariyojana Phase1 in Andhra Pradesh],Construction of 4Lane Access controlled Highway from Vakalapudi Light House to Annavaram(on NH16) section of NH516F from Km0.000 to Km40.621 under Bharatmala Pariyojana Phase1 in Andhra Pradesh] [NHAI/11011/PC/BM/UPPADA BEACH/2022,2022_NHAI_123823_1
2010,[4-laning of existing 2-lane from Gudebellur (Deosugur) to Marikal (Design Chainage 182.930 km to 228.500 km with design length 45.57 km) in Telangana of Hyderabad- Panaji section of NH-167 on HAM under BMP (Pkg-I)],4-laning of existing 2-lane from Gudebellur (Deosugur) to Marikal (Design Chainage 182.930 km to 228.500 km with design length 45.57 km) in Telangana of Hyderabad- Panaji section of NH-167 on HAM under BMP (Pkg-I)] [NHAI/Tech/TS/NH-167 /Deo-Mari(Pkg-I)/2021,2022_NHAI_123812_1
2011,[Construction of 4laning of Kishanganj Bahadurganj rd sec starting from NH (NH31) near Uttar Rampur (Km. 0.000) and terminating at NH327E near Satal Istamarar Bahadurganj (Km. 22.719) under BMP in Bihar on HAM.],Construction of 4laning of Kishanganj Bahadurganj rd sec starting from NH (NH31) near Uttar Rampur (Km. 0.000) and terminating at NH327E near Satal Istamarar Bahadurganj (Km. 22.719) under BMP in Bihar on HAM.] [NHAI/BH/HQ/Kishanganj Bahadurganj/Proc/2022,2022_NHAI_122794_1
2012,[CONSTRUCTION OF PROPOSED HALF CLOVER LEAF INTERCHANGES CUM ROB AT YERRAMANCHI AND GUDIPALLI VILLAGES ACROSS NH44 AT KM 416.005 IN THE STATE OF ANDHRA PRADESH],CONSTRUCTION OF PROPOSED HALF CLOVER LEAF INTERCHANGES CUM ROB AT YERRAMANCHI AND GUDIPALLI VILLAGES ACROSS NH44 AT KM 416.005 IN THE STATE OF ANDHRA PRADESH] [NHAI/Tech/AP/ NH-44/VUP/2021,2022_NHAI_122586_1
2013,[Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC Mode under Bharatmala Pariyojana in the State of Tamil Nadu- Package-III (km 9.700 to Km 14.185)],Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC Mode under Bharatmala Pariyojana in the State of Tamil Nadu- Package-III (km 9.700 to Km 14.185)] [NHAI/11013/23/ 2017/Chennai/P-III,2022_NHAI_122540_1
2014,[Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC Mode under Bharatmala Pariyojana in the State of Tamil Nadu-Package-IV (km 14.185 to Km 20.223)],Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC Mode under Bharatmala Pariyojana in the State of Tamil Nadu-Package-IV (km 14.185 to Km 20.223)] [NHAI/11013/23/ 2017/Chennai/P-IV,2022_NHAI_122542_1
2015,[Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC mode under Bharatmala Pariyojana in the State of Tamil Nadu-Package-I (km 0.342 to Km 4.604)],Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC mode under Bharatmala Pariyojana in the State of Tamil Nadu-Package-I (km 0.342 to Km 4.604)] [NHAI/11013/23/2017/Chennai/P-I,2022_NHAI_122527_1
2016,[Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC Mode under Bharatmala Pariyojana in the State of Tamil Nadu-Package-II (km 4.604 to Km 9.700)],Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km 0.342 to Km 20.223 on EPC Mode under Bharatmala Pariyojana in the State of Tamil Nadu-Package-II (km 4.604 to Km 9.700)] [NHAI/11013/23/ 2017/Chennai/P-II,2022_NHAI_122532_1
2017,[Balance works of four laning of Vijayawada Machilipatnam Section of NH65 and overlay on existing bypassed sections in the State of Andhra Pradesh on EPC Mode],Balance works of four laning of Vijayawada Machilipatnam Section of NH65 and overlay on existing bypassed sections in the State of Andhra Pradesh on EPC Mode] [NHAI/RO-VIJ/NH-65/V-M/Balance works,2022_NHAI_122141_1
2018,[RFP for Balance works of Rampur-Kathgodam Section of NH-87 from km 42.791 (Design Chainage km 43.446) to km 88.00 (design Chainage km 93.226) (Package-II) in the State of Uttarakhand on EPC Mode.],RFP for Balance works of Rampur-Kathgodam Section of NH-87 from km 42.791 (Design Chainage km 43.446) to km 88.00 (design Chainage km 93.226) (Package-II) in the State of Uttarakhand on EPC Mode.] [NHAI/Tech/UKD/BW/RK-II/2022,2022_NHAI_120831_1
2019,"[CS for AE for Supervision of Construction of Initial Improvement works supervision of ATMS/TMS installation under Tolling, Operation, and Maintenance Transfer of Kothakota Bypass Kurnool section (from km 135.469 to km 211.000) of NH-44 in Telangana]","CS for AE for Supervision of Construction of Initial Improvement works supervision of ATMS/TMS installation under Tolling, Operation, and Maintenance Transfer of Kothakota Bypass Kurnool section (from km 135.469 to km 211.000) of NH-44 in Telangana] [NHIPMPL/2022-23/KK/AE/43",2022_NHAI_116899_1
2020,[Initial improvement works under Tolling Operation and Transfer of Kothakota Bypass Kurnool Section (From km 135.469 to km 211.000) of NH 44 in the State of Telangana],Initial improvement works under Tolling Operation and Transfer of Kothakota Bypass Kurnool Section (From km 135.469 to km 211.000) of NH 44 in the State of Telangana] [NHIPMPL/EPC/KK/ 2022-23/20,2022_NHAI_114484_1
2021,[Development of Ropeway Project from Sonprayag-Gaurikund-Kedarnath in the State of Uttarakhand on Hybrid Annuity Mode],Development of Ropeway Project from Sonprayag-Gaurikund-Kedarnath in the State of Uttarakhand on Hybrid Annuity Mode] [NHLML/Ropeway/Kedarnath/2021,2022_NHAI_101032_1
2022,[Development of Ropeway Project from Govind Ghat-Ghangaria-Hemkund Sahib in the State of Uttarakhand on Hybrid Annuity Mode],Development of Ropeway Project from Govind Ghat-Ghangaria-Hemkund Sahib in the State of Uttarakhand on Hybrid Annuity Mode] [NHLML/Ropeway/Hemkund-Sahib/ 2021 ,2022_NHAI_101036_1
2023,[Development Operation and Maintenance of the Multimodal Logistics Park (MMLP) Nagpur at Sindi in Wardha District in Maharashtra through PPP on Design Build Finance Operate and Transfer (DBFOT) basis],Development Operation and Maintenance of the Multimodal Logistics Park (MMLP) Nagpur at Sindi in Wardha District in Maharashtra through PPP on Design Build Finance Operate and Transfer (DBFOT) basis] [NHLML/MMLP/Nagpur/2021,2021_NHAI_98002_1
2024,"[Balance Works of 4 Laning of Udhampur Ramban Section of NH1A now NH 44 from km 67.00 to Km 89.00, Km 130.00 to Km 151.00 on EPC Mode in the UT of Jammu and Kashmir under NHDP Phase 2]","Balance Works of 4 Laning of Udhampur Ramban Section of NH1A now NH 44 from km 67.00 to Km 89.00, Km 130.00 to Km 151.00 on EPC Mode in the UT of Jammu and Kashmir under NHDP Phase 2] [NHAI/Balance Work of U R/JandK/EPC/2021",2021_NHAI_82956_1
2025,[5021/USBRL/TSS/7 ],5021/USBRL/TSS/7 ] [5021/USBRL/TSS/7,2023_IRCON_144068_1
2026,[Aluminium partition work at BBSR co-ordination centre],Aluminium partition work at BBSR co-ordination centre] [12/20094,2023_IREL_144172_1
2027,[Reconditioning of Engines in BEML],Reconditioning of Engines in BEML] [CS 5333,2023_NTECL_143885_1
2028,[Roof treatment work at T.T.I Building inside OSCOM Plant],Roof treatment work at T.T.I Building inside OSCOM Plant] [12/20837,2023_IREL_144161_1
2029,[ELECTRICAL RESISTIVITY TESTING (ERT) AT MAIN DIVIDER BUND OF LAGOON 2 IN ASH DYKE OF NTECL],ELECTRICAL RESISTIVITY TESTING (ERT) AT MAIN DIVIDER BUND OF LAGOON 2 IN ASH DYKE OF NTECL] [CS 5268,2023_NTECL_143258_1
2030,[Supply of Equipment ],Supply of Equipment ] [IGIB/7-2NC/395/22-23(1233),2023_CSIR_144143_1
2031,[DVC/RTPS/FUEL/SUPPLY/00020],DVC/RTPS/FUEL/SUPPLY/00020] [DVC/RTPS/FUEL/SUPPLY/00020,2023_DVC_144073_1
2032,[Procurement of Light Diesel Oil],Procurement of Light Diesel Oil] [100000747,2023_APCPL_141855_2
2033,[Procurement of Mill Motor Coupling],Procurement of Mill Motor Coupling] [100000594,2023_MUNPL_144106_1
2034,[Pulleys for inline Magnetic Separator (ILMS) ],Pulleys for inline Magnetic Separator (ILMS) ] [100000711,2022_APCPL_139960_2
2035,"[Supply, Stacking n Spreading of 65 mm Machine crushed ballast for MGR Track at IGSTPP Jharli]","Supply, Stacking n Spreading of 65 mm Machine crushed ballast for MGR Track at IGSTPP Jharli] [CRN-3885",2023_APCPL_143781_1
2036,[One day Inspection and Servicing - ITW-BiSS UNO100],One day Inspection and Servicing - ITW-BiSS UNO100] [P/C/209/SP/DR/STE/22-23/469,2023_CSIR_144004_1
2037,[On call Basis servicing of Phenom Desktop System Sl. No. MVE0248461371],On call Basis servicing of Phenom Desktop System Sl. No. MVE0248461371] [P/C/180/SP/SKM/STE/22-23,2023_CSIR_143607_1
2038,[Rubber Relining Work at CSRL Tank ],Rubber Relining Work at CSRL Tank ] [Rubber Relining Work at CSRL Tank ,2023_IREL_144015_1
2039,[Refurbishment of Reclaimer Slegear Segment],Refurbishment of Reclaimer Slegear Segment] [CS5330,2023_NTECL_143931_1
2040,[Solidworks Professional 2022 with Initial Year Subscription],Solidworks Professional 2022 with Initial Year Subscription] [NAL/PUR/EAD/159/2022,2023_CSIR_143911_1
2041,"[SUPPLY ON DOOR DELIVERY BASIS OF MS STRUCTURAL MATERIALS AT HBL LAURIYA PLANT, WEST CHAMPARAN, BIHAR 845453]","SUPPLY ON DOOR DELIVERY BASIS OF MS STRUCTURAL MATERIALS AT HBL LAURIYA PLANT, WEST CHAMPARAN, BIHAR 845453] [HBL/TEN/22-23/301",2023_HPCLB_143977_1
2042,[Spares Parts and Service of Mexa 584L and OBS 2200],Spares Parts and Service of Mexa 584L and OBS 2200] [IIP/PUR/1/22-23/11534/MKS,2023_CSIR_143972_1
2043,[SUPPLY OF HEATING ELEMENTS OF FURNACES AND HEATING ELEMENTS FOR ELECTROHEAT E6 FURNACE],SUPPLY OF HEATING ELEMENTS OF FURNACES AND HEATING ELEMENTS FOR ELECTROHEAT E6 FURNACE] [603/0192/2023,2023_CEL_143969_1
2044,[CECRI 2023 908 - SPARES FOR TG DSC SAMPLE CONTAINER],CECRI 2023 908 - SPARES FOR TG DSC SAMPLE CONTAINER] [CECRI 2023 908 - SPARES FOR TG DSC SAMPLE CONTAINE,2023_CSIR_143956_1
2045,"[Supply, installation, commissioning and stamping of 2 nos. of In-Motion Weigh Bridge system and CAMC for two years at MUNPL ]","Supply, installation, commissioning and stamping of 2 nos. of In-Motion Weigh Bridge system and CAMC for two years at MUNPL ] [Enq/22-23/110 Date 03.02.2023",2023_MUNPL_143905_1
2046,[Clearing of Jungle Earth filling and levelling the proposed stall and parking area inconnection with the One week one Lab programm on 13to18th of march 2023],Clearing of Jungle Earth filling and levelling the proposed stall and parking area inconnection with the One week one Lab programm on 13to18th of march 2023] [NIIST/65/ESD-C/NIT(10)/2022-23,2023_CSIR_143601_1
2047,[BKJ/MM/M-5493/22-23],BKJ/MM/M-5493/22-23] [BKJ/MM/M-5493/22-23,2023_CCI_143448_1
2048,"[Manufacturing, supply, installation, and demonstration of customized high-capacity AEM electrolyzer test station of 3 kW (1 Nos), and 5 kW (1 Nos)]","Manufacturing, supply, installation, and demonstration of customized high-capacity AEM electrolyzer test station of 3 kW (1 Nos), and 5 kW (1 Nos)] [34-IMP-28-P-22",2023_CSIR_143872_1
2049,"[Tender for appointment of practicing professional for Income Tax Proof verification for MNGL, Pune.]","Tender for appointment of practicing professional for Income Tax Proof verification for MNGL, Pune.] [MNGL/CP/2022-23/190",2023_MNGL_143884_1
2050,[01/ES/10/2022-ELE.],01/ES/10/2022-ELE.] [01/ES/10/2022-ELE.,2023_CSIR_143843_1
2051,"[Supply, Erection and Commissioning of earthing System at Panchet Dam area for Dam lighting and other electrical equipment]","Supply, Erection and Commissioning of earthing System at Panchet Dam area for Dam lighting and other electrical equipment] [DVC/Tender/PANCHET HYDEL/00005",2023_DVC_143409_1
2052,[CECRI 2022 21975- Spares for FESEM],CECRI 2022 21975- Spares for FESEM] [CECRI 2022 21975- Spares for FESEM,2023_CSIR_143808_1
2053,[DC/B378-000-WB-MR-3237/189 ( VALVES-CHECK (DUAL PLATE)],DC/B378-000-WB-MR-3237/189 ( VALVES-CHECK (DUAL PLATE)] [DC/B378-000-WB-MR-3237/189,2023_GAIL_143596_1
2054,[SUPPLY OF DOOR DELIVERY BASIS OF CAUSTIC SODA FLAKES AT HBL LAURIYA PLANT.],SUPPLY OF DOOR DELIVERY BASIS OF CAUSTIC SODA FLAKES AT HBL LAURIYA PLANT.] [HBL/TEN/22-23/299,2023_HPCLB_143847_1
2055,[11(141)/3803/2022-23/Pur ],11(141)/3803/2022-23/Pur ] [11(141)/3803/2022-23/Pur,2023_CSIR_143845_1
2056,[Procurement of micro control switch],Procurement of micro control switch] [302/15502/2023,2023_CEL_143858_1
2057,[AMC OF FAB EI Mass Spectrometer ],AMC OF FAB EI Mass Spectrometer ] [IICB/PUR/599/411/AMC/35/22-23,2023_CSIR_142721_1
2058,[Annual Rate Contract of Electrodes Make ADORFON ],Annual Rate Contract of Electrodes Make ADORFON ] [RCF/MM/137(22),2023_CCI_143722_1
2059,[Annual Maintenance Contract of ICP-AES Instrument 02nos],Annual Maintenance Contract of ICP-AES Instrument 02nos] [P/AMC/195/TPS/TT/STE/22-23,2023_CSIR_143785_1
2060,[DC/B378-000-WB-MR-3239/188 (VALVES-GATE AND GLOBE (BELLOW SEAL))],DC/B378-000-WB-MR-3239/188 (VALVES-GATE AND GLOBE (BELLOW SEAL))] [DC/B378-000-WB-MR-3239/188,2023_GAIL_143021_1
2061,[Procurement of Spares for Raman Spectrometer],Procurement of Spares for Raman Spectrometer] [AMPRI/PUR/CON/132/2022-23,2023_CSIR_143802_1
2062,[REPAIRING AND SERVICING OF 200KVA AND 250KVA X-RAY MACHINE],REPAIRING AND SERVICING OF 200KVA AND 250KVA X-RAY MACHINE] [PUR/323/ISR/RK/P/2022-23,2023_CSIR_143403_1
2063,[eTender for Annual Maintenance Contract for Gas Generator],eTender for Annual Maintenance Contract for Gas Generator] [IHBT/2022/39174,2023_CSIR_143799_1
2064,[Supply of Goods],Supply of Goods] [IGIB/2-2C/331/22-23(1001)A,2023_CSIR_143798_1
2065,"[Supply of RGD 837 Vero Purewhite, Support SUP705B, OBJET RGD531]","Supply of RGD 837 Vero Purewhite, Support SUP705B, OBJET RGD531] [PUR/253/ADA/PK/P/2022-23",2023_CSIR_142893_1
2066,[Supply of Goods],Supply of Goods] [IGIB/2-2C/331/22-23(1001)A,2023_CSIR_143798_1
2067,[Assistance in day to day activities of Planning Cell Store.],Assistance in day to day activities of Planning Cell Store.] [22-23/C-203/LTE-125,2023_BPSCL_143771_1
2068,[NFP/PUR/SI/220016/2321823],NFP/PUR/SI/220016/2321823] [NFP/PUR/SI/220016/2321823,2023_NFL_143769_1
2069,[Spares for existing laboratory scale extrusion-based 3D concrete 3D Printer],Spares for existing laboratory scale extrusion-based 3D concrete 3D Printer] [A3(14516)2022/PUR,2023_CSIR_143767_1
2070,[BKJ/MM/PROD-2238/22-23],BKJ/MM/PROD-2238/22-23] [BKJ/MM/PROD-2238/22-23,2023_CCI_143760_1
2071,[Supply of Spares for existing MICRO II EXPRESS 8 Acoustic Emission System ],Supply of Spares for existing MICRO II EXPRESS 8 Acoustic Emission System ] [A3(14517)2022/PUR,2023_CSIR_143761_1
2072,[Procurement of Grid Couplings of Condenser Vacuum pump],Procurement of Grid Couplings of Condenser Vacuum pump] [100000640,2023_MUNPL_143705_1
2073,[Engagement of user fee agency through e-quotation at Babhniyawan Fee Plaza at Design Km 16.030 (existing km 99.300) for the use of Arrah to Pararia of Nh-319(Old NH-30) in the State of Bihar],Engagement of user fee agency through e-quotation at Babhniyawan Fee Plaza at Design Km 16.030 (existing km 99.300) for the use of Arrah to Pararia of Nh-319(Old NH-30) in the State of Bihar] [NHAI/13013/547/CO/ 22-23/EQ/Babhniyawan FP,2023_NHAI_143754_1
2074,[Procurement of Repair of Kubota Centrifuge],Procurement of Repair of Kubota Centrifuge] [10-53(1417)/22-23/PB/T-110,2023_CSIR_143386_1
2075,[Procurement of PM Kit for the GC System],Procurement of PM Kit for the GC System] [10-53(788)/22-23/PB/T-111,2023_CSIR_143668_1
2076,[Call Basis Maintenance Contract of Agilent GCMS240 System],Call Basis Maintenance Contract of Agilent GCMS240 System] [PUR-170/AMC/SEAF/2022-23,2023_CSIR_143647_1
2077,[Spares for GCMS 240],Spares for GCMS 240] [PUR-169/Spares/SEAF/2022-23,2023_CSIR_143615_1
2078,[AMC for JEOL TEM JEM-2100],AMC for JEOL TEM JEM-2100] [Pur/5/22-23/15327/AMC/RB,2023_CSIR_143333_1
2079,[Procurement of Spares for Chlorine Leak Detection System],Procurement of Spares for Chlorine Leak Detection System] [100000624,2023_NTECL_143419_1
2080,[GROUP INSURANCE POLICY IN LIEU OF EDLI SCHEME FOR EMPLOYEES OF NATIONAL FERTILIZERS LIMITED FOR FY 2023-24],GROUP INSURANCE POLICY IN LIEU OF EDLI SCHEME FOR EMPLOYEES OF NATIONAL FERTILIZERS LIMITED FOR FY 2023-24] [NFL/F and A/PF/EDLI /2023-24/01,2023_NFL_143717_1
2081,[AMC of X RAY Diffractometer],AMC of X RAY Diffractometer] [P/AMC/193/PK/TT/STE/22-23,2023_CSIR_143683_1
2082,[SUPPLY OF FASTENERS],SUPPLY OF FASTENERS] [ILP/IP/2/205 165/47/T0730,2023_ILTD_143690_1
2083,[AMC for Water Purification System],AMC for Water Purification System] [CFTRI/80209/22-23,2023_CSIR_143669_1
2084,[SUPPLY OF GASKET],SUPPLY OF GASKET] [ILP/IP/2/210 235/47/T0729,2023_ILTD_143648_1
2085,[CSIO-3-38-2022-Pur],CSIO-3-38-2022-Pur] [CSIO-3-38-2022-Pur ,2023_CSIR_143605_1
2086,[Repairing of CO2 Incubator in BSL],Repairing of CO2 Incubator in BSL] [04(142)/2022-P,2023_CSIR_143574_1
2087,[Pyrometer IGA6 with viewfinder etc],Pyrometer IGA6 with viewfinder etc] [P/C/191/SB/DB/STE/22-23,2023_CSIR_143566_1
2088,[Spares and accessories of Fiber Draw Tower System],Spares and accessories of Fiber Draw Tower System] [P/C/177/AB/DB/STE/22-23,2023_CSIR_143575_1
2089,[Spares for existing Diesel Generator 2x750 KVA],Spares for existing Diesel Generator 2x750 KVA] [A3(14518)2022/PUR,2023_CSIR_143576_1
2090,[Engagement of user fee agency through etender at Shahjahanpur fee plaza at Km 115.00 on NH08 Gurgaon Kotputli Jaipur section of NH8 in the State of Haryana and Rajasthan],Engagement of user fee agency through etender at Shahjahanpur fee plaza at Km 115.00 on NH08 Gurgaon Kotputli Jaipur section of NH8 in the State of Haryana and Rajasthan] [NHAI/13013/547/CO/22-23/ EQ/Shahjahanpur FP,2023_NHAI_143554_1
2091,"[Underground cable laying works for Electricity Supply Network at Permanent Colony of Kameng HPS, West Kameng Dist., Arunachal Pradesh]","Underground cable laying works for Electricity Supply Network at Permanent Colony of Kameng HPS, West Kameng Dist., Arunachal Pradesh] [NIB-02-31 Jan_23",2023_NEEPC_143552_1
2092,[Engagement of user fee agency through etender at Daulatpura FP at Km 241.00 On NH08 Gurgaon Kotputli Jaipur sec of NH8 from Km 42.700 to Km 273.000 in the State of Haryana and Rajasthan],Engagement of user fee agency through etender at Daulatpura FP at Km 241.00 On NH08 Gurgaon Kotputli Jaipur sec of NH8 from Km 42.700 to Km 273.000 in the State of Haryana and Rajasthan] [NHAI/13013/547/CO/22-23/ EQ/Daulatpura FP,2023_NHAI_143545_1
