OBJECTID,CONTROL_SECT_JOB,DISTRICT_NUMBER,COUNTY_NUMBER,HIGHWAY_NUMBER,PROJ_CLASS,TYPE_OF_WORK,LIMITS_FROM,LIMITS_TO,LAYMAN_DESCRIPTION1,LAYMAN_DESCRIPTION2,BEG_MILE_POINT,END_MILE_POINT,PRIORITY_CODE,DIST_LET_DATE,LET_SCH_1,LET_SCH_2,TRUNK_SYS_FLAG,FREIGHT,ENERGY,PROJ_LENGTH,RAIL_COORDINATION,ACTUAL_LET_DATE,CONTROL_SECTION,DISTRICT_NAME,COUNTY_NAME,PT_TOP100,NBR_LET_YEAR,NBR_LET_MONTH,NBR_TOTAL_MONTHS,FC,OFFCS,PT_PHASE,LOC_ERROR,TPP_WORK_PROGRAM,PRJ_TIER,PRJ_UTP,SHAPE_Length
14831,005404124,23,42,US 84,SFT,SAFETY IMPROVEMENT PROJECTS,0.098 MI S OF FM 3425,0.39 MI N OF FM 3425,HAZARD ELIMINATION & SAFETY,,2.769,3.2,C,2304,2023,,Y,,Y,0.59,N,,005404,Brownwood,Coleman,0,2023,4,24280,19,54,Construction begins within 4 years,NO ERROR,2308,NA,1,0.00665843609561655
14832,224202026,20,36,FM 2354,SC,SEAL COAT,"MCKINNEY RD. , SOUTH",FM 1405,SEAL COAT,,16.703,21.26,C,2409,2025,,N,,,4.556,N,,224202,Beaumont,Chambers,0,2024,9,24297,19,2242,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0711225445442345
14833,013605048,1,139,SH 19,SFT,SAFETY IMPROVEMENT PROJECTS,N OF CR 22860 (END OF CONTROL SECTION),DELTA CL (END OF CONTROL SECTION),HAZARD ELIMINATION & SAFETY,,0,7.932,C,2312,2024,,Y,,,,,,013605,Paris,Lamar,0,2023,12,24288,19,136,Construction begins within 4 years,NO ERROR,2408,NA,1,0.11541239489362
14834,021502060,15,46,SH 46,SC,SEAL COAT,0.08 MI E CRANES MILL RD,RANGE ROAD,SEAL COAT,,9.629,12.796,C,2410,,,N,,,3.167,N,,021502,San Antonio,Comal,0,2024,10,24298,19,215,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0505735482566588
14835,031204036,2,249,FM 730,WNF,WIDEN NON-FREEWAY,SH 114,BRIAR RD,WIDEN ROAD - ADD LANES,,22.624,28.945,,3209,,,N,,Y,6.3,N,,031204,Fort Worth,Wise,0,2032,9,24393,19,312,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0941131583899161
14836,091327091,13,235,CS,TCD,TRAFFIC CONTROL DEVICES,AT CALLIS ST,.,HAZARD ELIMINATION & SAFETY,,5.488,5.488,C,2305,2023,,N,,,,N,,091327,Yoakum,Victoria,0,2023,5,24281,19,913,Construction begins within 4 years,ROUTE NOT FOUND,2308,NA,1,0
14837,035406038,6,2,SH 115,SFT,SAFETY IMPROVEMENT PROJECTS,AT SH 128,.,HAZARD ELIMINATION & SAFETY,,21.583,21.983,C,2301,2023,,N,,Y,,N,,035406,Odessa,Andrews,0,2023,1,24277,19,354,Construction begins within 4 years,NO ERROR,2308,NA,1,0.00614052705232807
14838,008704041,16,205,SH 359,SC,SEAL COAT,IH 37,BEE COUNTY LINE,SEAL COAT,,1.861,6.935,,2110,2022,,N,,,5.074,N,2110,008704,Corpus Christi,San Patricio,0,2021,10,24262,19,87,Construction underway or begins soon,NO ERROR,2201,NA,,0.0782847887002477
14839,235601028,21,31,FM 2520,SC,SEAL COAT,IH-69E,FM 800,PREVENTIVE MAINTENANCE,,0,3.471,C,2409,,,N,,,,N,,235601,Pharr,Cameron,0,2024,9,24297,19,2356,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0525485132616287
14841,037102080,16,196,US 77,BMN,BRIDGE MAINTENANCE,ON US77 AT COPANO CREEK BRIDGE CREEK,NB & SB DIRECTION FOR STRUCTURES,BRIDGE MAINTENANCE,,11.206,11.206,C,2204,2022,LA,Y,,,0,N,2204,037102,Corpus Christi,Refugio,0,2022,4,24268,19,371,Construction underway or begins soon,ZERO LENGTH EXTENT,2206,NA,,0
14842,199802009,25,79,FM 98,SC,SEAL COAT,"FM 262, NE",WILBARGER C/L,SEAL COAT,,12.058,16.998,C,2310,,,N,,,,N,,199802,Childress,Foard,0,2023,10,24286,19,1998,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0848375772937416
14843,168503108,12,102,FM 1960,SFT,SAFETY IMPROVEMENT PROJECTS,AT WILSON RD,.,HAZARD ELIMINATION & SAFETY,,25.53,25.682,C,2408,2024,,N,,,0.2,N,,168503,Houston,Harris,0,2024,8,24296,19,1685,Construction begins within 4 years,NO ERROR,2408,NA,1,0.00243311141581449
14845,091512699,15,15,CS,SFT,SAFETY IMPROVEMENT PROJECTS,IN BEXAR CO ON WISEMAN BLVD,AT TILLMAN RIDGE,HAZARD ELIMINATION & SAFETY,,,,C,2206,2022,LA,N,,,0.2,N,2206,091512,San Antonio,Bexar,0,2022,6,24270,19,915,Construction underway or begins soon,INVALID LOCATION MEASURE,2208,NA,,0
14846,016904042,4,33,US 60,SFT,SAFETY IMPROVEMENT PROJECTS,5 MILES WEST OF PANHANDLE,SH 207,INTERSECTION IMPROVEMENTS WITH RIGHT AND/OR LEFT TURN LANES,,10.811,15.498,C,2205,2022,LA,Y,,,,N,2205,016904,Amarillo,Carson,0,2022,5,24269,19,169,Construction underway or begins soon,NO ERROR,2208,NA,,0.0809724185028798
14847,008601098,22,240,SH 359,SFT,SAFETY IMPROVEMENT PROJECTS,SL 20 INTERSECTION,E.G. RANCH,TRAFFIC SIGNAL IMPROVEMENTS,,3.662,5.96,C,2208,2022,LA,N,,Y,2.298,N,2208,008601,Laredo,Webb,0,2022,8,24272,14,86,Construction underway or begins soon,NO ERROR,2208,NA,,0.0371509951804709
14848,049903065,20,181,SH 12,SC,SEAL COAT,"IH 10 FRONTAGE ROAD, EAST",FM 1132,SEAL COAT,,14.987,16.816,C,2409,2025,,N,,,1.829,N,,049903,Beaumont,Orange,0,2024,9,24297,19,499,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0296022087515694
14849,020403045,14,246,US 79,IOI,INTERSECTION & OPERATIONAL IMPRV,AT CR 402,.,INSTALL TRAFFIC SIGNAL,,3.79,3.79,C,2311,,,Y,,,,N,,020403,Austin,Williamson,0,2023,11,24287,19,204,Construction begins within 4 years,ZERO LENGTH EXTENT,LOCAL,NA,1,0
14850,002406071,15,163,US 90,SC,SEAL COAT,FM 471,MEDINA/BEXAR C.L.,RESURFACE ROADWAY,,8.237,11.359,C,2310,2024,,Y,,,3.122,N,,002406,San Antonio,Medina,0,2023,10,24286,19,24,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0513651834896321
14851,001804066,22,240,IH 35,OV,OVERLAY,MILE MARKER 23 (SBML),1.7 MI NORTH OF CALLAGHAN ROAD,RESURFACE ROADWAY,,11.508,16.984,C,2302,2023,,Y,,Y,5.475,N,,001804,Laredo,Webb,0,2023,2,24278,19,18,Construction begins within 4 years,NO ERROR,2301,NA,1,0.0799999118479643
14852,129303015,23,215,FM 717,SC,SEAL COAT,SH 67,US 180,PREVENTIVE MAINTENANCE,,0.251,11.418,C,2211,2023,,N,,Y,11.167,N,,129303,Brownwood,Stephens,0,2022,11,24275,19,1293,Construction begins within 4 years,NO ERROR,2301,NA,1,0.167996086180026
14853,042405025,10,201,FM 348,SC,SEAL COAT,FM 1798,PANOLA C/L,SEAL COAT,,3.807,4.331,,2112,2022,,N,,Y,,N,2112,042405,Tyler,Rusk,0,2021,12,24264,19,424,Construction underway or begins soon,NO ERROR,2201,NA,,0.00884517249422608
14854,252601012,19,19,SH 98,SC,SEAL COAT,US 82,FM 1840,SEAL COAT,,0.53,3.078,C,2210,2023,,N,,,2.549,N,2210,252601,Atlanta,Bowie,0,2022,10,24274,19,2526,Construction underway or begins soon,NO ERROR,2301,NA,1,0.0371545131527076
14855,003912265,21,31,BU 77-X,SFT,SAFETY IMPROVEMENT PROJECTS,@ IOWA GARDENS RD.,.,HAZARD ELIMINATION & SAFETY,,20.487,20.687,C,2206,2022,LA,N,,,,N,2206,003912,Pharr,Cameron,0,2022,6,24270,19,39,Construction underway or begins soon,NO ERROR,2208,NA,,0.00293848986450328
14856,006207098,19,103,US 59,SFT,SAFETY IMPROVEMENT PROJECTS,1.0 MI S OF FM 1997,FM 1793,HAZARD ELIMINATION & SAFETY,,4.004,8.527,C,2403,2024,,Y,,,4.522,N,,006207,Atlanta,Harrison,0,2024,3,24291,19,62,Construction begins within 4 years,NO ERROR,2408,NA,1,0.0665592160988692
14858,104802037,18,71,FM 660,SC,SEAL COAT,FM 813,SH 34,SEAL COAT,,10.546,17.168,C,2210,2023,,N,,,6.611,N,2210,104802,Dallas,Ellis,0,2022,10,24274,19,1048,Construction begins within 4 years,NO ERROR,2301,NA,1,0.099706597304813
14859,029101052,14,87,SH 16,SFT,SAFETY IMPROVEMENT PROJECTS,3.037 MI W OF RM 2093,4.337 MI W OF RM 2093,SURFACING/ROADWAY RESTORATION,,5.209,6.508,,2111,2022,LA,N,,,,N,2111,029101,Austin,Gillespie,0,2021,11,24263,19,291,Construction underway or begins soon,NO ERROR,2208,NA,,0.0202593788841994
14860,017902089,12,20,SH 35,SFT,SAFETY IMPROVEMENT PROJECTS,FM 2852,BS 35-E,HAZARD ELIMINATION & SAFETY,,47.085,47.52,C,2309,2024,,N,,,0.435,N,,017902,Houston,Brazoria,0,2023,9,24285,19,179,Construction begins within 4 years,NO ERROR,2408,NA,1,0.00716308758223437
14864,018404054,9,14,US 190,SFT,SAFETY IMPROVEMENT PROJECTS,5TH ST,61ST ST,HAZARD ELIMINATION & SAFETY,,3.508,5.679,C,2205,2022,LA,N,,,2.17,N,2205,018404,Waco,Bell,0,2022,5,24269,19,184,Construction underway or begins soon,NO ERROR,2208,NA,,0.0352467216249913
14865,085002048,15,247,FM 775,SC,SEAL COAT,GUADALUPE/WILSON CL,US 87,RESURFACE ROADWAY,,0.004,1.012,,2310,2024,,N,,Y,1.008,N,,085002,San Antonio,Wilson,0,2023,10,24286,19,850,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0154107725936767
14866,112705021,6,69,FM 866,RER,REHABILITATION OF EXISTING ROAD,SH 302,IH 20,REHABILITATE EXISTING ROADWAY,,0.001,10.272,P,3501,,,N,,Y,,,,112705,Odessa,Ector,0,2035,1,24421,19,1127,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.151537174173377
14867,172701018,4,104,FM 281,SC,SEAL COAT,FM 807 SOUTH,FM 807 NORTH,SEAL COAT,,1.032,3.983,C,2211,2023,LA,N,,,2.951,N,,172701,Amarillo,Hartley,0,2022,11,24275,7,1727,Construction begins within 4 years,NO ERROR,2301,NA,1,0.0523624439231311
14868,059704005,11,203,FM 2923,SFT,SAFETY IMPROVEMENT PROJECTS,END OF PAVEMENT,FM 1277,HAZARD ELIMINATION & SAFETY,,0,1.56,C,2302,2023,,N,,Y,,N,,059704,Lufkin,San Augustine,0,2023,2,24278,19,597,Construction begins within 4 years,NO ERROR,2308,NA,1,0.0257145650369067
14869,025108033,14,27,US 281,OV,OVERLAY,CR 112,CR 108,RESURFACE ROADWAY,,15.283,18.223,C,2409,2025,,Y,,,,N,,025108,Austin,Burnet,0,2024,9,24297,19,251,Construction begins within 4 years,NO ERROR,2501,NA,1,0.042880830012652
14870,044109051,6,195,IH 10,SC,SEAL COAT,FM 3078,0.5 MI EAST OF FM 2903,SEAL COAT,,7.687,21.945,C,2209,2023,,Y,,Y,,N,2209,044109,Odessa,Reeves,0,2022,9,24273,19,441,Construction underway or begins soon,NO ERROR,2301,NA,1,0.237326599985003
14871,095005015,25,63,FM 193,SC,SEAL COAT,"FM 265, EAST",KING C/L,SEAL COAT,,40,54.592,C,2310,,,N,,Y,,N,,095005,Childress,Dickens,0,2023,10,24286,19,950,Construction begins within 4 years,NO ERROR,2401,NA,1,0.248187170709049
14872,001702081,15,15,IH 35,SC,SEAL COAT,OUSSETT ROAD,IH 410,RESURFACE ROADWAY,,9.49,12.227,C,2410,,,N,,,2.736,N,,001702,San Antonio,Bexar,0,2024,10,24298,19,17,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0428916664183741
14873,009202138,18,57,SH 310,SFT,SAFETY IMPROVEMENT PROJECTS,AT SIMPSON STUART RD,IN CITY OF DALLAS,INTERSECTION IMPROVEMENT,,13.591,13.791,C,2406,2024,,N,,,0.2,N,,009202,Dallas,Dallas,0,2024,6,24294,19,92,Construction begins within 4 years,NO ERROR,2408,NA,1,0.0030413452482363
14874,087006021,23,160,FM 765,SFT,SAFETY IMPROVEMENT PROJECTS,AT INTERSECTION US 377,.,HAZARD ELIMINATION & SAFETY,,27.609,27.609,,2404,2024,,N,,,,N,,087006,Brownwood,McCulloch,0,2024,4,24292,19,870,Construction begins within 4 years,ZERO LENGTH EXTENT,2408,NA,1,0
14876,013604049,1,60,SH 24,SFT,SAFETY IMPROVEMENT PROJECTS,SH 19,FM 2716,HAZARD ELIMINATION & SAFETY,,7.008,3.133,C,2312,2024,,Y,,,,,,013604,Paris,Delta,0,2023,12,24288,19,136,Construction begins within 4 years,PARTIAL MATCH FOR THE TO-MEASURE,2408,NA,1,0.0614214305608623
14877,001707139,15,83,IH 35,SC,SEAL COAT,FM 1583,SS 581,RESURFACE ROADWAY,,21.647,22.541,,2110,2022,LA,Y,,Y,0.894,N,2110,001707,San Antonio,Frio,0,2021,10,24262,19,17,Construction underway or begins soon,NO ERROR,2201,NA,,0.0130950093691611
14878,005301131,5,152,SS 331,SFT,SAFETY IMPROVEMENT PROJECTS,659 FT NORTH OF FM 3020,US 84,HAZARD ELIMINATION & SAFETY,,21.311,21.884,C,2206,2022,LA,N,,Y,0.573,N,2206,005301,Lubbock,Lubbock,0,2022,6,24270,19,53,Construction underway or begins soon,NO ERROR,2208,NA,,0.00897404962243119
14879,019703080,18,130,US 175,CTM,CORRIDOR TRAFFIC MANAGEMENT,DALLAS COUNTY LINE,EAST OF FM 1390,INSTALL/REHABILITATE ITS,,11,21.277,C,2205,2022,LA,Y,,,10.276,N,2205,019703,Dallas,Kaufman,0,2022,5,24269,19,197,Construction underway or begins soon,NO ERROR,2205,NA,,0.171727017160088
14880,069803104,21,109,FM 88,SC,SEAL COAT,SH 107,MILE 12 RD.,PREVENTIVE MAINTENANCE,,10.777,15.284,C,2409,,,N,,,,N,,069803,Pharr,Hidalgo,0,2024,9,24297,19,698,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0653777742098345
14881,013402061,3,252,US 380,OV,OVERLAY,FM 1769,SH 67,RESURFACE ROADWAY,,25.578,30.614,C,2110,2022,LA,N,,Y,5.036,N,2110,013402,Wichita Falls,Young,0,2021,10,24262,19,134,Construction underway or begins soon,NO ERROR,11PES,NA,,0.075261940305374
14882,137804053,14,27,RM 1431,OV,OVERLAY,INDUSTRIAL BLVD,US 281,PREVENTIVE MAINTENANCE,,10.623,11.62,,2111,2022,LA,N,,,,N,2111,137804,Austin,Burnet,0,2021,11,24263,19,1378,Construction underway or begins soon,NO ERROR,2201,NA,,0.0162458170238423
14885,020502069,17,198,US 79,SFT,SAFETY IMPROVEMENT PROJECTS,0.2 MI W OF COOKS LANE,0.2 MI E OF COOKS LANE,INSTALL ILLUMINATION,,16.7,17.098,C,2208,2022,LA,Y,,,,N,2208,020502,Bryan,Robertson,0,2022,8,24272,19,205,Construction underway or begins soon,NO ERROR,2208,NA,,0.00641528869536217
14886,001610025,15,46,BS 46-C,SFT,SAFETY IMPROVEMENT PROJECTS,ELM ST,0.09 MI WEST OF W NACOGDOCHES ST,HAZARD ELIMINATION & SAFETY,,21.175,21.175,C,2206,2022,LA,N,,,,N,2206,001610,San Antonio,Comal,0,2022,6,24270,19,16,Construction underway or begins soon,ZERO LENGTH EXTENT,2208,NA,,0
14887,182903006,9,110,FM 1946,SC,SEAL COAT,AVAILABLE,AVAILABLE,SEAL COAT,,0,3.049,P,4909,,,N,,Y,3.049,,,182903,Waco,Hill,0,2049,9,24597,19,1829,"Corridor Studies, construction in 10+ years",NO ERROR,2601,NA,,0.0491035738876796
14888,076201035,20,146,FM 1960,SC,SEAL COAT,"FM 686, EAST",SH 321,SEAL COAT,,8,14.061,C,2409,2025,,N,,,6.061,N,,076201,Beaumont,Liberty,0,2024,9,24297,19,762,Construction begins within 4 years,NO ERROR,2501,NA,1,0.101134348677895
14889,145201018,1,139,FM 1507,SFT,SAFETY IMPROVEMENT PROJECTS,SH 19/CHURCH ST,0.8 MI N OF LOOP 286 (HIGH SCHOOL),HAZARD ELIMINATION & SAFETY,,1.24,3.217,C,2302,2023,,N,,,,N,,145201,Paris,Lamar,0,2023,2,24278,19,1452,Construction begins within 4 years,NO ERROR,2308,NA,1,0.03344786438767
14890,023505037,15,232,SH 55,SC,SEAL COAT,NUECES RIVER (19 MILE CROSSING),US 83,RESURFACE ROADWAY,,16.737,33.883,,2310,2024,,N,,Y,17.146,N,,023505,San Antonio,Uvalde,0,2023,10,24286,19,235,Construction begins within 4 years,NO ERROR,2401,NA,1,0.269349346147878
14891,014104039,7,218,IH 10,SFT,SAFETY IMPROVEMENT PROJECTS,US 277,7.543 MILES E OF US 277,HAZARD ELIMINATION & SAFETY,,9.691,17.234,C,2302,2023,,Y,,Y,,N,,014104,San Angelo,Sutton,0,2023,2,24278,19,141,Construction begins within 4 years,NO ERROR,2308,NA,1,0.12619483551491
14892,002814120,20,181,IH 10,RES,RESTORATION,"BOB HALL ROAD, EAST",BU 90Y,SURFACING/ROADWAY RESTORATION,,22.402,23.266,C,2205,2022,,N,,,,N,2205,002814,Beaumont,Orange,0,2022,5,24269,19,28,Construction underway or begins soon,NO ERROR,2201,NA,,0.0143481650692981
14893,070801033,23,68,FM 101,BWR,BRIDGE WIDENING OR REHABILITATION,LIMITS FROM IS REQUIRED.,LIMITS TO IS REQUIRED..,CONSTRUCT BRIDGE,,4.037,4.037,,3810,,,N,,,,N,,070801,Brownwood,Eastland,0,2038,10,24466,19,708,"Corridor Studies, construction in 10+ years",ZERO LENGTH EXTENT,16P102,NA,,0
14894,038201048,9,74,SH 7,SC,SEAL COAT,SH 6,US 77,SEAL COAT,,0,10.914,C,2409,2025,,N,,,10.913,,,038201,Waco,Falls,0,2024,9,24297,19,382,Construction begins within 4 years,NO ERROR,2501,NA,1,0.18256751341215
14895,245203126,15,15,SL 1604,SFT,SAFETY IMPROVEMENT PROJECTS,FM 78,HANOVER COVE,HAZARD ELIMINATION & SAFETY,,40.633,41.092,C,2212,2023,,N,,,0.459,N,,245203,San Antonio,Bexar,0,2022,12,24276,19,2452,Construction begins within 4 years,NO ERROR,2308,NA,1,0.00694585436594656
14896,004913009,9,74,FM 46,SC,SEAL COAT,SH 6,ROBERTSON C/L,SEAL COAT,,24.66,27.36,C,2509,2026,,N,,,2.7,,,004913,Waco,Falls,0,2025,9,24309,19,49,Construction begins within 4 years,NO ERROR,2601,NA,1,0.0455644850350044
14897,014003048,6,186,IH 10,BMN,BRIDGE MAINTENANCE,LIGON RD,.,BRIDGE MAINTENANCE,,66.149,66.706,C,2206,2022,LA,Y,,Y,,N,2206,014003,Odessa,Pecos,0,2022,6,24270,19,140,Construction underway or begins soon,NO ERROR,2206,NA,,0.00933957964867093
14898,174002036,15,7,FM 1333,SC,SEAL COAT,WHEELER RD,SH 173,RESURFACE ROADWAY,,13.467,18.188,C,2310,2024,,N,,Y,4.721,N,,174002,San Antonio,Atascosa,0,2023,10,24286,19,1740,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0710567546609758
14900,072701038,4,171,FM 119,SC,SEAL COAT,SHERMAN COUNTY LINE, US 287,SEAL COAT,,0.5,17.141,C,2311,,,N,,,,N,,072701,Amarillo,Moore,0,2023,11,24287,19,727,Construction begins within 4 years,NO ERROR,2401,NA,1,0.268038521333165
14902,091847345,18,57,CS,SFT,SAFETY IMPROVEMENT PROJECTS,AT BICKERS ST,IN THE CITY OF DALLAS,TRAFFIC SIGNAL IMPROVEMENTS,,1.024,1.125,C,2305,2023,,N,,,0.2,N,,091847,Dallas,Dallas,0,2023,5,24281,19,918,Construction begins within 4 years,ROUTE NOT FOUND,2308,NA,1,0
14903,171802011,6,231,FM 1788,SC,SEAL COAT,MIDLAND COUNTY LINE,EDGE OF PAVEMENT,SEAL COAT,,0.5,2.283,C,2209,2023,,N,,Y,,N,2209,171802,Odessa,Upton,0,2022,9,24273,19,1718,Construction underway or begins soon,NO ERROR,2301,NA,1,0.0262833587987927
14904,056801057,18,71,SH 34,SFT,SAFETY IMPROVEMENT PROJECTS,0.186 MILE EAST OF FM 877,0.110 MILE WEST OF FM 877,INTERSECTION IMPROVEMENTS WITH RIGHT AND/OR LEFT TURN LANES,,19.135,19.43,C,2406,2024,,N,,,0.205,N,,056801,Dallas,Ellis,0,2024,6,24294,19,568,Construction begins within 4 years,NO ERROR,2408,NA,1,0.00443624040392733
14905,137602044,14,227,FM 1325,IOI,INTERSECTION & OPERATIONAL IMPRV,BRIGHT VERDE WAY,US 183,INTERSECTION IMPROVEMENT,,5.406,6.488,C,2309,2024,,N,,,,N,,137602,Austin,Travis,0,2023,9,24285,19,1376,Construction begins within 4 years,NO ERROR,LOCAL,NA,1,0.0158501157069409
14906,268201023,18,175,FM 2555,SC,SEAL COAT,BUS 31D,FM 709,SEAL COAT,,1.65,5.137,C,2210,2023,,N,,,5.129,N,2210,268201,Dallas,Navarro,0,2022,10,24274,19,2682,Construction begins within 4 years,NO ERROR,2301,NA,1,0.0536079123617995
14907,091404335,14,227,CS,SFT,SAFETY IMPROVEMENT PROJECTS,CAMERON RD - E 51ST ST TO E RUNDBERG,DESSAU RD - E RUNDBERG TO HOWARD LN.,INSTALL/UPGRADE ROADWAY LIGHTING,,0.016,3.57,C,2206,2022,LA,N,,,,N,2206,091404,Austin,Travis,0,2022,6,24270,19,914,Construction underway or begins soon,ROUTE NOT FOUND,LOCAL,NA,,0
14908,090100060,1,139,VA,SFT,SAFETY IMPROVEMENT PROJECTS,VARIOUS LOCATIONS IN PARIS DISTRICT,.,HAZARD ELIMINATION & SAFETY,,,,C,2212,2023,,,,,,N,,090100,Paris,Lamar,0,2022,12,24276,19,901,Construction begins within 4 years,INVALID LOCATION MEASURE,2301,NA,1,0
14909,010005188,16,129,US 181,TCD,TRAFFIC CONTROL DEVICES,ON US181 FROM .5 MI N OF FM1144,.5 MI S OF FM 1144,TRAFFIC SIGNAL IMPROVEMENTS,,11.359,12.354,C,2205,2022,LA,N,,Y,0.994,N,2205,010005,Corpus Christi,Karnes,0,2022,5,24269,19,100,Construction underway or begins soon,NO ERROR,2208,NA,,0.015157496323281
14912,265001027,15,46,FM 2673,SC,SEAL COAT,CRANES MILL RD,FM  2722,RESURFACE ROADWAY,,10.065,13.935,,2310,2024,,N,,,3.87,N,,265001,San Antonio,Comal,0,2023,10,24286,19,2650,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0611551077168877
14913,013905051,6,195,US 285,TCD,TRAFFIC CONTROL DEVICES,AT 7TH ST,.,TRAFFIC SIGNAL IMPROVEMENTS,,52.575,52.775,C,2302,2023,,Y,,Y,,N,,013905,Odessa,Reeves,0,2023,2,24278,19,139,Construction begins within 4 years,NO ERROR,2301,NA,,0.0029801194440381
14915,036002031,8,105,US 380,BMN,BRIDGE MAINTENANCE,DOUBLE MOUNTAIN FORK BRAZOS RIVER,.,BRIDGE MAINTENANCE,,1.769,2.011,C,2208,2022,,N,,Y,,N,2208,036002,Abilene,Haskell,0,2022,8,24272,19,360,Construction underway or begins soon,NO ERROR,2206,NA,,0.00418263283303141
14917,002106028,6,186,US 90,SC,SEAL COAT,TERRELL COUNTY LINE,BREWSTER COUNTY LINE,SEAL COAT,,10,20.739,C,2209,2023,,N,,Y,,N,2209,002106,Odessa,Pecos,0,2022,9,24273,19,21,Construction underway or begins soon,NO ERROR,2301,NA,1,0.177550053080218
14918,020901072,9,161,US 77,SFT,SAFETY IMPROVEMENT PROJECTS,@ LYNDALE DR,@ LYNDALE DR,HAZARD ELIMINATION & SAFETY,,6.406,6.456,C,2306,2023,,N,,,0.05,N,,020901,Waco,McLennan,0,2023,6,24282,19,209,Construction begins within 4 years,NO ERROR,2308,NA,1,0.000759549761204693
14919,074806018,15,7,FM 1099,SC,SEAL COAT,US 281A,FM 99,RESURFACE ROADWAY,,0,7.65,C,2410,,,N,,Y,7.65,N,,074806,San Antonio,Atascosa,0,2024,10,24298,19,748,Construction begins within 4 years,NO ERROR,2501,NA,,0.122247158447124
14920,235502009,18,130,FM 2451,SFT,SAFETY IMPROVEMENT PROJECTS,AT FM 148,IN KAUFMAN COUNTY,INSTALL ILLUMINATION,,5.029,5.129,C,2304,2023,,N,,,0.1,N,,235502,Dallas,Kaufman,0,2023,4,24280,19,2355,Construction begins within 4 years,NO ERROR,2308,NA,1,0.00171424508933663
14921,001803063,22,240,IH 35,OV,OVERLAY,9.906 MILES NORTH OF US 83 (NBML),MILE MARKER 31,RESURFACE ROADWAY,,16.98,19.487,C,2205,2022,LA,Y,,Y,2.5,N,2205,001803,Laredo,Webb,0,2022,5,24269,19,18,Construction underway or begins soon,NO ERROR,2201,NA,,0.036661934727593
14922,124502051,4,188,RM 1061,SC,SEAL COAT,OLDHAM COUNTY LINE,E DAVISON ROAD,SEAL COAT,,0.003,8.327,P,3411,,,N,,,8.324,N,,124502,Amarillo,Potter,0,2034,11,24419,19,1245,"Corridor Studies, construction in 10+ years",NO ERROR,2401,NA,,0.130648940023694
14924,001805105,22,240,IH 35,OV,OVERLAY,1.19 MI SOUTH OF CARRIER RD (NBML),UNIROYAL INT,RESURFACE ROADWAY,,0,1.806,,2202,2022,,Y,,Y,1.806,N,2202,001805,Laredo,Webb,0,2022,2,24266,19,18,Construction underway or begins soon,NO ERROR,2201,NA,,0.0267572695907893
14925,327501011,6,231,RM 2463,SC,SEAL COAT,SH 329,US 67,SEAL COAT,,0.5,12.796,C,2209,2023,,N,,Y,,N,2209,327501,Odessa,Upton,0,2022,9,24273,19,3275,Construction underway or begins soon,NO ERROR,2301,NA,1,0.180961695288561
14926,056801055,18,71,SH 34,SFT,SAFETY IMPROVEMENT PROJECTS,AT FM 667,.,INTERSECTION IMPROVEMENTS WITH RIGHT AND/OR LEFT TURN LANES,,28.206,28.411,C,2406,2024,,N,,,0.205,N,,056801,Dallas,Ellis,0,2024,6,24294,19,568,Construction begins within 4 years,NO ERROR,2408,NA,1,0.00349838018431031
14927,187302025,8,208,FM 1269,SFT,SAFETY IMPROVEMENT PROJECTS,0.180 MI S OF CR 2192,0.208 MI S OF CR 2173,INSTALL/REPLACE SIGNS,,12.212,13.743,C,2402,2024,,N,,Y,,N,,187302,Abilene,Scurry,0,2024,2,24290,19,1873,Construction begins within 4 years,NO ERROR,2408,NA,1,0.0248175784691508
14928,116001031,18,71,FM 877,SC,SEAL COAT,US 77,SH 34,SEAL COAT,,9.805,22.439,C,2210,2023,,N,,,12.634,N,2210,116001,Dallas,Ellis,0,2022,10,24274,19,1160,Construction begins within 4 years,NO ERROR,2301,NA,1,0.194997210607074
14929,123401013,14,227,FM 1100,SFT,SAFETY IMPROVEMENT PROJECTS,ABRAHAMSON RD,GIESE LN.,WIDEN ROAD - ADD SHOULDERS,,1.004,1.754,C,2306,2023,,N,,,0.814,N,0,123401,Austin,Travis,0,2023,6,24282,19,1234,Construction begins within 4 years,NO ERROR,2308,NA,1,0.0113496362707236
14930,027114243,12,102,IH 610,SFT,SAFETY IMPROVEMENT PROJECTS,AT UA 90,.,HAZARD ELIMINATION & SAFETY,,12.433,12.633,C,2305,2023,,N,,,0.2,N,,027114,Houston,Harris,1,2023,5,24281,19,271,Construction begins within 4 years,NO ERROR,2308,NA,1,0.00317304666933504
