doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,country_alpha,country_mfn,currency_code,converted_amount_usd
523744-2021,Active,,France,Angers,Repair and maintenance services,France-Angers: Repair and maintenance services,523744-2021,15/10/2021,201,ANGERS,soclova (06320005900028),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,50000000 - Repair and maintenance services,FR,http://www.soclova.fr,Public procurement Directive 2014/24/EU,17/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523742-2021,Active,,France,Angers,Repair and maintenance services,France-Angers: Repair and maintenance services,523742-2021,15/10/2021,201,ANGERS,soclova (06320005900028),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,50000000 - Repair and maintenance services,FR,http://www.soclova.fr,Public procurement Directive 2014/24/EU,17/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523741-2021,Active,,France,Limoges,Graphic design services,France-Limoges: Graphic design services,523741-2021,15/10/2021,201,LIMOGES,conseil Départemental Haute-Vienne,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,79822500 - Graphic design services,FRI23,http://www.haute-vienne.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523740-2021,Active,,France,Mimizan,Insurance and pension services,France-Mimizan: Insurance and pension services,523740-2021,15/10/2021,201,MIMIZAN,communauté de Communes de Mimizan (24400054300011),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66515000 - Damage or loss insurance services66514110 - Motor vehicle insurance services66513000 - Legal insurance and all-risk insurance services66512000 - Accident and health insurance services66516400 - General liability insurance services66500000 - Insurance and pension services,FRI13,http://www.cc-mimizan.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523735-2021,Active,,France,Saint-Florentin,Insurance services,France-Saint-Florentin: Insurance services,523735-2021,15/10/2021,201,SAINT-FLORENTIN,commune de Saint Florentin,FR,FR,1 - Ministry or any other national or federal authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66516000 - Liability insurance services66514110 - Motor vehicle insurance services66515200 - Property insurance services66513100 - Legal expenses insurance services66510000 - Insurance services,FRC14,https://www.saint-florentin.fr/,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523734-2021,Active,,France,Haguenau,"Sewage, refuse, cleaning and environmental services","France-Haguenau: Sewage, refuse, cleaning and environmental services",523734-2021,15/10/2021,201,HAGUENAU,ca de haguenau,FR,FR,1 - Ministry or any other national or federal authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"90000000 - Sewage, refuse, cleaning and environmental services",FRF11,https://www.agglo-haguenau.fr/,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523733-2021,Active,,France,Lorient,Window-cleaning services,France-Lorient: Window-cleaning services,523733-2021,15/10/2021,201,LORIENT,ville de Lorient,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90911300 - Window-cleaning services,FRH04,http://www.lorient.bzh,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523723-2021,Active,,France,Lisieux,Supporting services for the government,France-Lisieux: Supporting services for the government,523723-2021,15/10/2021,201,LISIEUX,ville de Lisieux (21140366200011),FR,FR,8 - Other,-,11/10/2021,4 - Services,B - Competitive procedure with negotiation,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,75130000 - Supporting services for the government79211200 - Compilation of financial statements services79110000 - Legal advisory and representation services79411000 - General management consultancy services79994000 - Contract administration services,FRD11,http://www.ville-lisieux.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523722-2021,Active,,France,Carcassonne,System maintenance services,France-Carcassonne: System maintenance services,523722-2021,15/10/2021,201,CARCASSONNE,département de l'aude,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50610000 - Repair and maintenance services of security equipment50324100 - System maintenance services,FRJ11,http://www.aude.fr,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523721-2021,Active,,France,Louvroil,Repair and maintenance services of central heating,France-Louvroil: Repair and maintenance services of central heating,523721-2021,15/10/2021,201,LOUVROIL,commune de Louvroil,FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50720000 - Repair and maintenance services of central heating,FRE11,http://www.louvroil.fr,Public procurement Directive 2014/24/EU,22/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523719-2021,Active,,France,Bourges,Refuse and waste related services,France-Bourges: Refuse and waste related services,523719-2021,15/10/2021,201,BOURGES,communaute agglomeration bourges plus,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90500000 - Refuse and waste related services,FRB01,http://www.agglo-bourgesplus.fr,Public procurement Directive 2014/24/EU,18/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523718-2021,Active,,France,Paris,Computer-related services,France-Paris: Computer-related services,523718-2021,15/10/2021,201,PARIS,ministère de l'éducation nationale (11004301500012),FR,FR,1 - Ministry or any other national or federal authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,72500000 - Computer-related services,FR,http://www.marches-publics.gouv.fr,Public procurement Directive 2014/24/EU,23/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523717-2021,Active,,France,Marseille,"Repair, maintenance and associated services of vehicles and related equipment","France-Marseille: Repair, maintenance and associated services of vehicles and related equipment",523717-2021,15/10/2021,201,MARSEILLE,ville de Marseille,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"50114000 - Repair and maintenance services of trucks50100000 - Repair, maintenance and associated services of vehicles and related equipment",FRL04,http://www.marseille.fr,Public procurement Directive 2014/24/EU,19/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523708-2021,Active,,France,Lunel,Weed-killing services,France-Lunel: Weed-killing services,523708-2021,15/10/2021,201,LUNEL,commune de lunel,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,77312100 - Weed-killing services77310000 - Planting and maintenance services of green areas,FRJ13,http://www.lunel.com,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523706-2021,Active,,France,La Teste-de-Buch,Refuse disposal and treatment,France-La Teste-de-Buch: Refuse disposal and treatment,523706-2021,15/10/2021,201,LA TESTE-DE-BUCH,cobas (24330056300117),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90510000 - Refuse disposal and treatment,FRI12,https://www.agglo-cobas.fr/,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523705-2021,Active,,France,Balaruc-les-Bains,Insurance services,France-Balaruc-les-Bains: Insurance services,523705-2021,15/10/2021,201,BALARUC-LES-BAINS,ville de Balaruc-Les-Bains (21340023700011),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66514150 - Vessel insurance services66516000 - Liability insurance services66515000 - Damage or loss insurance services66514110 - Motor vehicle insurance services66513000 - Legal insurance and all-risk insurance services66510000 - Insurance services,FRJ13,http://www.ville-balaruc-les-bains.com/,Public procurement Directive 2014/24/EU,19/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523703-2021,Active,,France,Le Mans,Guard services,France-Le Mans: Guard services,523703-2021,15/10/2021,201,LE MANS,departement de la sarthe (22720002900014),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,79714000 - Surveillance services79713000 - Guard services,FRG04,http://www.sarthe.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523702-2021,Active,,France,Nancy,Architectural services for buildings,France-Nancy: Architectural services for buildings,523702-2021,15/10/2021,201,NANCY,département de Meurthe-Et-Moselle (22540001900785),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,B - Competitive procedure with negotiation,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71200000 - Architectural and related services71221000 - Architectural services for buildings,FRF31,http://www.meurthe-et-moselle.fr/,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523701-2021,Active,,France,Aulnay-sous-Bois,Property insurance services,France-Aulnay-sous-Bois: Property insurance services,523701-2021,15/10/2021,201,AULNAY-SOUS-BOIS,OPH d'Aulnay sous Bois (79969186000016),FR,FR,R - Regional or local Agency/Office,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",2 - Submission for one lot only,2 - The most economic tender,66515200 - Property insurance services,FR106,http://www.oph-aulnay.org,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523699-2021,Active,,France,Malakoff,Cleaning and sanitation services,France-Malakoff: Cleaning and sanitation services,523699-2021,15/10/2021,201,MALAKOFF,epide,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"90911000 - Accommodation, building and window cleaning services90900000 - Cleaning and sanitation services",FRJ12,https://www.epide.fr/,Public procurement Directive 2014/24/EU,17/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523698-2021,Active,,France,Lunel,Planting and maintenance services of green areas,France-Lunel: Planting and maintenance services of green areas,523698-2021,15/10/2021,201,LUNEL,commune de lunel,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,45111220 - Scrub-removal work77310000 - Planting and maintenance services of green areas,FRJ13,http://www.lunel.com,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523694-2021,Active,,France,Les Mureaux,Cleaning services,France-Les Mureaux: Cleaning services,523694-2021,15/10/2021,201,LES MUREAUX,mairie des mureaux (21780440000018),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90910000 - Cleaning services,FR103,http://mairie-lesmureaux.e-marchespublics.com,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523689-2021,Active,,France,Graulhet,Insurance services,France-Graulhet: Insurance services,523689-2021,15/10/2021,201,GRAULHET,rceac du Bassin Graulhétois (88067667100014),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66516000 - Liability insurance services66515000 - Damage or loss insurance services66514110 - Motor vehicle insurance services66510000 - Insurance services,FRJ27,https://regie-eaux-graulhet.com,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523688-2021,Active,,France,Isneauville,Processing and clearing services,France-Isneauville: Processing and clearing services,523688-2021,15/10/2021,201,ISNEAUVILLE,syndicat départemental d'énergie du 76 (25760044500031),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,30199770 - Luncheon vouchers66133000 - Processing and clearing services,FR,http://www.sde76.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523687-2021,Active,,France,Mamoudzou,Organisation of architectural design contests,France-Mamoudzou: Organisation of architectural design contests,523687-2021,15/10/2021,201,MAMOUDZOU,ville de Mamoudzou (976),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,2 - Restricted procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71230000 - Organisation of architectural design contests,FRY50,http://www.mamoudzou.yt/vie-municipale/marches-publics,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
