doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,latitude,longitude,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,description,postal_code,email,amount,currency,og_notice_no,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,document_id_5,publication_date_5,deadline_5,country_alpha,country_mfn,currency_code,converted_amount_usd
443307-2021,Active,,United Kingdom,Harrow,Real estate services,United Kingdom-Harrow: Real estate services,443307-2021,01/09/2021,169,HARROW,Harrow Council,EN,UK,3 - Regional or local authority,-,27/08/2021,4 - Services,C - Competitive dialogue,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,70000000 - Real estate services,UK,http://www.harrow.gov.uk,Public procurement Directive 2014/24/EU,nan,51.596827149999996,-0.3373046180437286,255897-2019,03/06/2019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Harrow Council (the ""Council"") has procured a private sector partner as its strategic development partner (the ""Partner"") to develop multiple core sites in Harrow and the surrounding area in connection with the Council's regeneration programme (the ""Project""). The Council has incorporated a separate vehicle (the Harrow Strategic Development Partnership (the ""HSDP"")) for the Project in the form of a limited liability partnership. The Council and the Partner are both members in the HSDP. The Council will initially contribute three sites to the HSDP, with the potential for future additional sites, and the Partner will provide funding and services. This may include (amongst others) construction services and development management services. The HSDP will develop the core sites and provide construction works to the Council. The HSDP will also provide construction works and services to the Council in relation to Council owned land. The award of this contract is made with reference to the original contract notice 2019/S 120-294236.",HA1 2XY,lisa.taylor@harrow.gov.uk,2500000000.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
443306-2021,Active,,United Kingdom,Reading,Research and development services and related consultancy services,United Kingdom-Reading: Research and development services and related consultancy services,443306-2021,01/09/2021,169,READING,European Centre for Medium-Range Weather Forecasts (ECMWF),EN,UK,8 - Other,-,27/08/2021,4 - Services,1 - Open procedure,3 - Contract notice,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,73000000 - Research and development services and related consultancy services,UK,https://www.ecmwf.int/,Public procurement Directive 2014/24/EU,27/10/2021,51.456659,-0.9696512,443306-2021,01/09/2021,27/10/2021,3 - Contract notice,European Centre for Medium-Range Weather Forecasts (ECMWF),460195-2021,10/09/2021,13/10/2021,2 - Additional information,European Centre for Medium-Range Weather Forecasts (ECMWF),515275-2021,11/10/2021,27/10/2021,nan,nan,nan,nan,nan,nan,2 - Additional information,European Centre for Medium-Range Weather Forecasts (ECMWF),nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
443304-2021,Active,,United Kingdom,Leeds,Software package and information systems,United Kingdom-Leeds: Software package and information systems,443304-2021,01/09/2021,169,LEEDS,Leeds City Council,EN,UK,3 - Regional or local authority,-,27/08/2021,2 - Supplies,T - Negotiated procedure without a call for competition,V - Voluntary ex ante transparency notice,Z - Not specified,9 - Not applicable,1 - Lowest price,48000000 - Software package and information systems,UKE,http://www.leeds.gov.uk,Public procurement Directive 2014/24/EU,nan,53.7974185,-1.5437941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
443303-2021,Active,,United Kingdom,Sheffield,Instruments for checking physical characteristics,United Kingdom-Sheffield: Instruments for checking physical characteristics,443303-2021,01/09/2021,169,SHEFFIELD,Sheffield Hallam University,EN,UK,6 - Body governed by public law,-,27/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"33110000 - Imaging equipment for medical, dental and veterinary use38400000 - Instruments for checking physical characteristics33114000 - Spectroscopy devices",UKE32,www.shu.ac.uk,Public procurement Directive 2014/24/EU,nan,53.3806626,-1.4702278,67972-2021,09/02/2021,12/03/2021,3 - Contract notice,Sheffield Hallam University,443302-2021,01/09/2021,nan,nan,nan,nan,nan,nan,"Sheffield Hallam University has been awarded substantial funding by the European Regional Development Fund to create the Sheffield Testing Imaging and Characterisation Centre. As part of this funding instrumentation for Matrix Assisted Laser Desorption Mass Spectrometry Imaging (MALDI-MSI) (Lot 1), High Resolution Benchtop Micro Computerised Tomography (Lot 2) and Atomic Force Microscopy-Raman (AFM-Raman) Spectroscopy (Lot 3) will be purchased.The project is receiving funding from the England European Regional Development Fund as part of the European Structural and Investment Funds Growth Programme 2014-2020. The Ministry of Housing, Communities and Local Government (and in London the intermediate body Greater London Authority) is the Managing Authority for European Regional Development Fund. ",S1 1WB,s.holland@shu.ac.uk,353954.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
443302-2021,Active,,United Kingdom,Sheffield,Instruments for checking physical characteristics,United Kingdom-Sheffield: Instruments for checking physical characteristics,443302-2021,01/09/2021,169,SHEFFIELD,Sheffield Hallam University,EN,UK,6 - Body governed by public law,-,27/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,38400000 - Instruments for checking physical characteristics38433100 - Mass spectrometer,UKE32,www.shu.ac.uk,Public procurement Directive 2014/24/EU,nan,53.3806626,-1.4702278,67972-2021,09/02/2021,12/03/2021,3 - Contract notice,Sheffield Hallam University,443302-2021,01/09/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
443301-2021,Active,,United Kingdom,Sheffield,Medical equipments,United Kingdom-Sheffield: Medical equipments,443301-2021,01/09/2021,169,SHEFFIELD,Sheffield Hallam University (04234153),EN,UK,6 - Body governed by public law,-,27/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,33190000 - Miscellaneous medical devices and products33100000 - Medical equipments,UKE32,https://www.shu.ac.uk/,Public procurement Directive 2014/24/EU,nan,53.3806626,-1.4702278,88924-2021,19/02/2021,26/03/2021,3 - Contract notice,Sheffield Hallam University,371407-2021,21/07/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
443300-2021,Active,,United Kingdom,Belfast,Medical consumables,United Kingdom-Belfast: Medical consumables,443300-2021,01/09/2021,169,BELFAST,"Queen's University Belfast (Aquilant NI, Maryland Industrial Estate, 286 Ballygowan Road)",EN,UK,6 - Body governed by public law,-,27/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,"24310000 - Basic inorganic chemicals33792000 - Pharmaceutical glassware33791000 - Hygienic glassware24320000 - Basic organic chemicals33790000 - Laboratory, hygienic or pharmaceutical glassware33141000 - Disposable non-chemical medical consumables and haematological consumables33140000 - Medical consumables35113400 - Protective and safety clothing39299000 - Glassware18444100 - Safety headgear24311500 - Hydroxides as basic inorganic chemicals19520000 - Plastic products18452000 - Safety pins33141500 - Haematological consumables18142000 - Safety visors33181520 - Renal dialysis consumables33141800 - Dental consumables33181500 - Renal consumables44618350 - Plastic caps24327000 - Miscellaneous organic chemicals24315000 - Miscellaneous inorganic chemicals33697000 - Medical preparations excluding dental consumables38437000 - Laboratory pipettes and accessories44425500 - Plastic sticks35113000 - Safety equipment24300000 - Basic inorganic and organic chemicals33793000 - Laboratory glassware",UKN06,http://qub/ac/uk/directorates/FinanceDirectorate/FinancialServices/Procurement,Public procurement Directive 2014/24/EU,nan,54.5964411,-5.9302761,619050-2020,21/12/2020,15/01/2021,3 - Contract notice,Queen's University Belfast,443300-2021,01/09/2021,nan,nan,nan,nan,nan,nan,"Queen’s University Belfast (Queen’s) require the Supply and Delivery of Laboratory Consumables and Chemicals. These products will be for the general University and delivery will be required at various sites throughout the campus.Queen’s wish to establish a framework agreement which will be categorised into seven lots as detailed below:-  Lot 1 General Glass Lot 2 Quick Fit Glass Lot 3 Lab Consumables Lot 4 Tissue Culture Plastics Lot 5 Tissue Culture Consumables Lot 6 Chemicals Lot 7 Health, Safety and Hygiene ",BT7 1NN,pamela.rodgers@qub.ac.uk,6000000,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
440968-2021,Active,,United Kingdom,Coventry,Works for complete or part construction and civil engineering work,United Kingdom-Coventry: Works for complete or part construction and civil engineering work,440968-2021,31/08/2021,168,COVENTRY,Cadent Gas Limited (10080864),EN,UK,4 - Utilities entity,-,26/08/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45200000 - Works for complete or part construction and civil engineering work,UKDUKGUKI,www.cadentgas.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,52.4081812,-1.510477,350901-2020,24/07/2020,23/08/2020,Y - Dynamic purchasing system,Cadent Gas Ltd,240133-2021,12/05/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
440967-2021,Active,,United Kingdom,Lancashire,Education and training services,United Kingdom-Lancashire: Education and training services,440967-2021,31/08/2021,168,LANCASHIRE,Lancashire County Council,EN,UK,3 - Regional or local authority,-,26/08/2021,4 - Services,B - Competitive procedure with negotiation,7 - Contract award notice,Z - Not specified,9 - Not applicable,9 - Not applicable,80000000 - Education and training services,UK,http://www.lancashire.gov.uk,Public procurement Directive 2014/24/EU,nan,53.8611703,-2.5650887919475496,511881-2020,27/10/2020,04/12/2020,3 - Contract notice,Lancashire County Council,440967-2021,31/08/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
440966-2021,Active,,United Kingdom,Livingston,Repair and maintenance services of boilers,United Kingdom-Livingston: Repair and maintenance services of boilers,440966-2021,31/08/2021,168,LIVINGSTON,Horizon Housing Association,EN,UK,6 - Body governed by public law,-,26/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,09123000 - Natural gas50531100 - Repair and maintenance services of boilers,UKM76UKM77UKM78UKM8UKM82UKM84UKM93UKM94,http://www.horizonhousing.org,Public procurement Directive 2014/24/EU,nan,55.8831932,-3.5149461,520331-2019,04/11/2019,29/11/2019,3 - Contract notice,Horizon Housing Association,440966-2021,31/08/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
440965-2021,Active,,United Kingdom,Belfast,"Business services: law, marketing, consulting, recruitment, printing and security","United Kingdom-Belfast: Business services: law, marketing, consulting, recruitment, printing and security",440965-2021,31/08/2021,168,BELFAST,Northern Ireland Cooperation Overseas (NI-CO) (NI26211),EN,UK,6 - Body governed by public law,-,26/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"79200000 - Accounting, auditing and fiscal services79000000 - Business services: law, marketing, consulting, recruitment, printing and security90700000 - Environmental services71200000 - Architectural and related services72000000 - IT services: consulting, software development, Internet and support79400000 - Business and management consultancy and related services",CY,https://www.nico.org.uk/,Public procurement Directive 2014/24/EU,nan,54.5964411,-5.9302761,240118-2021,12/05/2021,25/06/2021,3 - Contract notice,Northern Ireland Cooperation Overseas (NI-CO) (NI26211),440965-2021,31/08/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
440964-2021,Active,,United Kingdom,Dundee,Information technology services,United Kingdom-Dundee: Information technology services,440964-2021,31/08/2021,168,DUNDEE,Dundee City Council,EN,UK,3 - Regional or local authority,-,26/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,60000000 - Transport services (excl. Waste transport)72222300 - Information technology services,UKM71,www.dundeecity.gov.uk,Public procurement Directive 2014/24/EU,nan,56.4605938,-2.97019,408723-2019,30/08/2019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Dundee City Council requires a bespoke integrated smart mobility app to enable people to connect to multiple transport services in and around the city using their smartphone,DD1 1NZ,claire.petrie@dundeecity.gov.uk,194225.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
440963-2021,Active,,United Kingdom,Birkenhead,Health and safety services,United Kingdom-Birkenhead: Health and safety services,440963-2021,31/08/2021,168,BIRKENHEAD,Wirral Borough Council,EN,UK,3 - Regional or local authority,-,26/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,71317200 - Health and safety services,UKD74,http://www.wirral.gov.uk/,Public procurement Directive 2014/24/EU,nan,53.3943509,-3.0191569,539036-2020,10/11/2020,07/12/2020,3 - Contract notice,Wirral Borough Council,440963-2021,31/08/2021,nan,nan,nan,nan,nan,nan,Beach Lifeguarding services for Wirral beaches during the Easter and Summer season.,CH41 5AL,isobelhughes@wirral.gov.uk,372072,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
440962-2021,Active,,United Kingdom,Belfast,Cleaning and sanitation services,United Kingdom-Belfast: Cleaning and sanitation services,440962-2021,31/08/2021,168,BELFAST,Radius Housing,EN,UK,6 - Body governed by public law,-,26/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"90918000 - Bin-cleaning services90911000 - Accommodation, building and window cleaning services90900000 - Cleaning and sanitation services90910000 - Cleaning services42924730 - Pressurised water cleaning apparatus90000000 - Sewage, refuse, cleaning and environmental services",UKN,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,nan,54.5964411,-5.9302761,638096-2020,28/12/2020,29/01/2021,3 - Contract notice,Radius Housing,440962-2021,31/08/2021,nan,nan,nan,nan,nan,nan,"The Employer wishes to invite Tenders for the provision of cleaning and waste management services. The service will include: • Cleaning of communal areas including entrances, hallways, corridors, stairwells, lifts, driveways, paths and bin stores; • Cleaning of sheltered accommodation • Adhoc specialist cleans; • Adhoc domestic cover; and • Waste removal and management services Detailed requirements are described in the Service information at within Document 2.",BT9 6AA,clarifications@radiushousing.org,816422.67,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
