Tender,Company,Procurement,Notice,Location,Closing,Value,Date
Leicestershire's Children and Families Services Gateway2Resources (G2R) - Residential & Fostering Placements,Leicestershire County Council,  Opportunity,  Open,  Any region,  31 January 2030,"  £491,000,000",  17 February 2020
Dynamic Purchasing Vehicle for Semi-Independent Accommodation and Support,London Borough of Hammersmith & Fulham,  Opportunity,  Open,  Any region,  11 February 2025,"  £0 to £3,000,000,000",  17 February 2020
Labour Services,EFFICIENCY EAST MIDLANDS LIMITED,  Opportunity,  Open,  Any region,  26 March 2025,"  £50,000 to £50,000,000",  17 February 2020
YPO - 000999 Training for The Emergency Services and wider Public Sector,YPO,  Opportunity,  Open,  Any region,  31 March 2024,"  £200,000,000",  28 January 2020
Dynamic Purchasing System for Supply of Temporary Workers,Suffolk Sourcing,  Opportunity,  Open,  IP1 2BX,  27 January 2023,"  £60,000,000 to £140,000,000","  28 January 2019, last edited 28 January 2020"
Dynamic Purchasing System - Training Providers (AEB),Stephenson College,  Opportunity,  Open,  Any region,  31 August 2022,  £0,  22 January 2020
Network Strategic Partner for Wide Area Network delivery and support,Wirral Borough Council,  Future opportunity,  Open,  North West,Approach to market date 15 July 2025,"  £4,220,000",  20 January 2020
Advertising concession solution,Portsmouth City Council,  Opportunity,  Open,  PO1 2AL,   6 January 2030,  £0,"   6 December 2019, last edited 17 January 2020"
Domiciliary Care Services - dynamic purchasing system,Portsmouth City Council,  Opportunity,  Open,  PO1 2AL,   1 February 2025,"  £46,000,000 to £92,000,000","  23 October 2019, last edited 17 January 2020"
Prison Education Dynamic Purchasing System,MINISTRY OF JUSTICE,  Early engagement,  Open,  Any region,  31 March 2023,Publication date 16 January 2020,None
Community Based Day Opportunities,Staffordshire County Council,  Future opportunity,  Open,  West Midlands,Approach to market date  8 March 2025,"  £25,000,000","   7 January 2020, last edited  9 January 2020"
Landlord Partnership Agreement Dynamic Purchasing System,HAMPSHIRE COUNTY COUNCIL,  Opportunity,  Open,  South East,   1 December 2022,  £0,"  31 May 2018, last edited  2 January 2020"
Approved Provider List for Supply of Care Services in Supported Housing,Lancashire County Council,  Opportunity,  Open,  North West,   4 January 2027,"  £73,000,000","   6 December 2019, last edited  6 December 2019"
CCC Children's External Placements DPS,Cambridgeshire County Council,  Opportunity,  Open,  East of England,  29 March 2024,"  £470,184,791",   5 December 2019
Bed and Breakfast Temporary Accommodation,Darlington Borough Council,  Opportunity,  Open,  North East,  31 March 2023,"  £360,000",  29 November 2019
BATSM Qualification - Category 1: Business,CTM Portal for the NDA Shared Services Alliance,  Opportunity,  Open,  Any region,  21 November 2023,"  £0 to £75,000,000",  24 November 2019
Quality Assurance and Testing for IT Systems 2 (QAT2),Crown Commercial Service,  Opportunity,  Open,  Any region,   4 November 2023,"  £166,000,000","   6 November 2019, last edited  6 November 2019"
DPS for the provision of Non-Domestic Ground Source Heat Pump Systems Installation Works,Bromford Housing Group Ltd,  Opportunity,  Open,  Any region,  29 October 2034,"  £7,500,000 to £15,000,000",  31 October 2019
YPO - 000881 Ground Maintenance Services,YPO,  Opportunity,  Open,  Any region,   1 December 2026,"  £500,000,000","  28 October 2019, last edited 28 October 2019"
YPO - 000985 YPO New Food Deal,YPO,  Opportunity,  Open,  Any region,  30 November 2026,"  £350,000,000","  28 October 2019, last edited 28 October 2019"
Dynamic Purchasing System - External Property Inspection,PROCURE PLUS HOLDINGS LIMITED,  Opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East of England, London, South East, South West, Wales",  14 November 2023,"  £1 to £1,600,000",  24 October 2019
Gigabit Capable Connectivity,Crown Commercial Service,  Opportunity,  Open,  Any region,  23 September 2023,"  £500,000,000","  21 October 2019, last edited 21 October 2019"
Residential Property Development and Asset Management Consultancy DPS,Northern Housing Consortium Ltd,  Opportunity,  Open,  Any region,  10 October 2029,  £0,  13 October 2019
Healthy Child Programme,Wirral Borough Council,  Future opportunity,  Open,  North West,Approach to market date 31 May 2024,"  £33,718,665",   9 October 2019
Integrated Drug and Alcohol Services,Wirral Borough Council,  Future opportunity,  Open,  North West,Approach to market date 31 May 2024,"  £30,000,000",   9 October 2019
Community Connectors,Wirral Borough Council,  Future opportunity,  Open,  North West,Approach to market date  1 June 2023,"  £2,176,800","   9 October 2019, last edited  9 October 2019"
Provision of Timber and Sheet Materials,Doncaster MBC,  Future opportunity,  Open,  Yorkshire and the Humber,Approach to market date  1 June 2023,"  £240,000 to £400,000",   7 October 2019
Dynamic Purchasing System for the Supply and Delivery of Kitchens,PROCURE PLUS HOLDINGS LIMITED,  Opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West, Wales",  19 November 2023,"  £1 to £10,000,000",   1 October 2019
Dynamic Purchasing System for the provision of Private Student Accommodation for LJMU,Liverpool John Moores University,  Opportunity,  Open,  North West,   8 August 2023,  £0,  28 August 2019
Compliance Services & Associated Works Dynamic Purchasing System,Procurement For Housing,  Opportunity,  Open,  WA2 0YL,   2 September 2023,"  £1 to £99,250,000","  20 August 2019, last edited 20 August 2019"
CPU 3239 School Bus Services Christmas Pantomime Mansfield Palace Theatre,Nottingham City Council,  Future opportunity,  Open,  East Midlands,Approach to market date  2 January 2024,"  £125,000",  15 August 2019
Open Framework for Emergency Accommodation,North Somerset Council,  Opportunity,  Open,  South West,  14 October 2023,"  £1,000,000",   2 August 2019
Houses of Parliament - Northern Estate Programme,Wates Construction Ltd,  Opportunity,  Open,  London,  31 December 2022,  £0,  23 July 2019
Cambridgeshire County Council Supported Living Services for Adults with a Learning Disability,Cambridgeshire County Council,  Opportunity,  Open,  East of England,  30 April 2028,"  £226,000,000","  19 July 2019, last edited 19 July 2019"
Project ABEL,"Ministry of Defence, Weapons, Defence General Munitions (DGM) Project Team",  Opportunity,  Open,  South West,   1 January 2023,"  £3,500,000,000",  18 July 2019
2302 Food and Drink DPS,East Riding Of Yorkshire Council,  Opportunity,  Open,  Yorkshire and the Humber,  31 May 2023,"  £45,000,000",  15 July 2019
DYNAMIC PURCHASING SYSTEM (DPS) FOR CONSTRUCTION CONTRACTORS & SUB - CONTRACTORS,GATESHEAD COUNCIL,  Opportunity,  Open,  North East,   7 July 2024,"  £1,000",   9 July 2019
Consultants DPS,Places for People Group Ltd,  Opportunity,  Open,  Any region,  10 August 2029,  £0,   8 July 2019
Dynamic Purchasing System for Local and Home to School Transport,North Lincolnshire Council,  Opportunity,  Open,  Yorkshire and the Humber,  20 June 2026,"  £42,000,000",  21 June 2019
SSD 19 03 Independent Living Service,Derbyshire County Council,  Future opportunity,  Open,  East Midlands,Approach to market date 31 October 2022,"  £1,600,000",  18 June 2019
Domestic and Commercial White Goods,EFFICIENCY EAST MIDLANDS LIMITED,  Opportunity,  Open,  Any region,  28 June 2024,"  £50,000 to £50,000,000",  10 June 2019
Apprenticeships DPS,Places for People Group Limited,  Opportunity,  Open,  Any region,  27 November 2027,  £0,  10 June 2019
Legal Services DPS,Places for People Group Limited,  Opportunity,  Open,  Any region,  30 November 2026,  £0,  10 June 2019
Development Contractor DPS,Places for People Group Limited,  Opportunity,  Open,  Any region,  30 April 2027,  £0,  10 June 2019
Compliance Services DPS,Places for People Group Limited,  Opportunity,  Open,  Any region,  31 May 2029,  £0,  10 June 2019
Property Works DPS,Places for People Group Limited,  Opportunity,  Open,  Any region,  31 October 2026,  £0,  10 June 2019
Building Materials and Associated Services DPS,Places for People Group Limited,  Opportunity,  Open,  Any region,  24 December 2025,  £0,  10 June 2019
Specialist Contractors DPS,Places for People Group Limited,  Opportunity,  Open,  Any region,  16 December 2028,  £0,   7 June 2019
"Business Coaching,Mentoring and Expert Speaker Services and Workshop delivery services for small and medium sized enterprises from July 2019",Cornwall College e-Tendering,  Opportunity,  Open,  PL25 4DJ,   7 June 2023,  £0,"   7 June 2019, last edited  7 June 2019"
Enforcement Agency Services DPS,Places for People Group Limited,  Opportunity,  Open,  Any region,  13 May 2029,  £0,   7 June 2019
"Open Framework Agreement for Adult Care Services, Learning Disabilities, Day, Evening, Weekend and Planned Breaks",Suffolk Sourcing,  Opportunity,  Open,  IP1 2BX,  30 June 2023,"  £0 to £45,000,000","   6 June 2019, last edited  6 June 2019"
YPO - 000978 Insurance Placement DPS,YPO,  Opportunity,  Open,  Any region,  14 July 2024,"  £200,000,000",  31 May 2019
Supported Accommodation for Young People - Pseudo Dynamic Purchasing System,Lancashire County Council,  Opportunity,  Open,  North West,  30 April 2029,"  £9,800,000 to £98,000,000",  28 May 2019
Provision of Passenger Transport Services - Dynamic Purchasing System,Lancashire County Council,  Opportunity,  Open,  North West,  30 June 2029,"  £140,000,000",  28 May 2019
"Open Framework Agreement for Adult Care Services, Learning Disabilities, Day, Evening, Weekend and Planned Breaks",Suffolk Sourcing,  Opportunity,  Open,  IP1 2BX,  30 June 2023,"  £0 to £45,000,000",  23 May 2019
Physical Activity and Healthy Eating - Dynamic Purchasing System (DPS),Somerset County Council,  Opportunity,  Open,  South West,  18 May 2023,"  £400,000",  21 May 2019
Dynamic Purchasing System (DPS) for Construction and Development Works,PROSPER,  Opportunity,  Open,  Any region,  30 March 2029,"  £0 to £500,000,000","  15 May 2019, last edited 15 May 2019"
Building Maintenance and Compliance DPS OJEU-Contract Notice 2019/S 061-140763 (please scroll the CPV codes as they are in numerical order),WESTWORKS PROCUREMENT LIMITED,  Opportunity,  Open,  Any region,   2 April 2029,"  £100,000 to £1,100,000,000","   9 May 2019, last edited  9 May 2019"
Provision of a Pan-London Platform for Listing Properties,London Borough of Ealing,  Future opportunity,  Open,  W5 2HL,Approach to market date 31 March 2024,"  £200,000",   8 May 2019
Dynamic Purchasing System (DPS) for the provision of End Point Assessment for Standards related to the Construction Industry,Construction Industry Training Board (CITB),  Opportunity,  Open,  Any region,  31 July 2023,  £0,   6 May 2019
Dynamic Purchasing System for the Provision of Printing and Creative Services,Basildon Borough Council,  Opportunity,  Open,  East of England,   2 May 2023,  £0,   6 May 2019
Dynamic Purchasing System (DPS) for the Supply and Distribution of Materials,PROSPER,  Opportunity,  Open,"  North East, North West, Yorkshire and the Humber",  17 September 2028,"  £1 to £250,000,000","   3 May 2019, last edited  3 May 2019"
School Bus and Coach Transport,SOLIHULL METROPOLITAN BOROUGH COUNCIL,  Opportunity,  Open,  West Midlands,  25 May 2024,"  £3,050,000 to £4,270,000",  23 April 2019
Cambridgeshire Public Health Primary Care Commissioning DPS (Dynamic Purchasing System),Cambridgeshire County Council,  Opportunity,  Open,  East of England,  29 May 2023,"  £4,765,236","  18 April 2019, last edited 18 April 2019"
COV - Dynamic Purchasing System for Taxis,Coventry - Solihull - Warwickshire,  Opportunity,  Open,  CV1 2GN,  30 June 2028,"  £5,000,000 to £12,000,000","  18 April 2019, last edited 18 April 2019"
WCC - Dynamic Purchasing System for Learning & Organisational Development,WARWICKSHIRE COUNTY COUNCIL,  Opportunity,  Open,  West Midlands,  31 March 2026,"  £7,000,000","   8 April 2019, last edited  8 April 2019"
NHS England (South Region) - Dynamic Purchasing System for the Provision of Orthodontic Services,"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",  Opportunity,  Open,"  South East, South West",  31 March 2024,"  £56,100,000","   5 April 2019, last edited  5 April 2019"
Management Contract for the refurbishment of Manchester Town Hall & Albert Square,Manchester City Council,  Early engagement,  Open,  North West,  31 March 2025,Publication date  1 April 2019,None
"Print and Communications Services, Dynamic Purchasing System via Panacea",Sheffield City Council,  Opportunity,  Open,  Any region,  30 April 2023,"  £8,000,000",  25 March 2019
"Invitation to Tender for Mobile Telephony, devices and associated services",Royal Borough of Greenwich,  Future opportunity,  Open,  London,Approach to market date  1 April 2023,"  £1,644,340",  22 March 2019
Joinery - DPS,Bristol City Council,  Opportunity,  Open,  South West,  28 February 2023,"  £400,000",  15 March 2019
District Heating Systems Planned and Reactive Maintenance and Associated Services,Bristol City Council,  Future opportunity,  Open,  South West,Approach to market date  1 February 2024,"  £5,397,000",  14 March 2019
Qualified Provider List for Short Breaks and Specialist Overnight Respite Services,London Borough of Barnet Council,  Opportunity,  Open,  London,  31 August 2023,  £0,   8 March 2019
DPS for Short Breaks Services,Southampton City Council,  Opportunity,  Open,  South East,  29 March 2024,  £0,   6 March 2019
